
Matrice A di dimensione 12 x 12:
2.706620	-8.204732	-4.240656	6.054700	-5.571465	-8.529210	-4.020212	9.783827	-4.979445	3.757418	-1.675332	-3.194586	
0.023183	-7.094940	9.307833	8.967258	0.728971	4.789833	0.794542	7.165281	2.053659	3.437620	2.650525	0.460977	
3.125512	-0.584509	2.786858	9.727956	-3.207322	5.178695	5.875509	-7.342175	8.850056	3.235758	4.328978	-4.366126	
2.483798	4.433335	2.980968	7.024451	1.469578	-6.013090	-2.990954	6.247036	3.994207	5.932597	0.089895	-0.155419	
-0.490747	7.866253	-6.548210	-1.095354	0.654588	1.446880	7.663176	-1.696357	0.233458	1.687895	0.773577	1.799638	
6.317091	-8.621519	5.993997	1.456787	2.378944	9.755881	3.643776	6.349253	4.205854	8.913143	-0.245143	-6.051493	
3.999407	8.314061	5.526159	0.586125	1.833119	6.201142	0.954001	-8.114070	1.308876	-5.228540	5.568292	6.581108	
5.523247	1.705819	5.435034	1.553255	-0.856596	5.298962	-4.760487	-4.291909	-0.950171	-3.776434	2.952151	3.273658	
9.998507	0.607736	4.698198	4.642307	-5.825471	5.733911	-0.948510	2.600241	2.137863	-6.048064	-9.418840	-0.940218	
2.100123	8.139732	-7.177781	8.766348	4.059171	-2.039034	8.295131	2.869885	-9.300007	7.210958	5.455461	6.771943	
-0.273845	8.081508	-9.423979	3.568754	-5.882115	6.736364	4.433930	0.891655	4.659857	3.810466	-0.191548	-5.051089	
1.576756	6.157086	2.897953	6.038578	1.421092	4.638976	-5.857031	-2.821714	-3.656171	1.921794	6.329939	9.186672	

Matrice B di dimensione 12 x 12:
-7.784386	3.657591	0.829023	-6.553990	-1.660353	-3.922467	0.824260	1.325253	5.314292	-9.020223	-6.405449	1.252804	
3.093202	3.515270	9.135893	5.319849	3.867115	-0.609079	4.459894	-2.118450	-6.182865	1.979193	0.595353	-6.402609	
-5.351104	3.143064	-5.751043	2.730674	-8.879634	3.183278	7.936632	0.586093	6.012952	6.496803	-1.852662	-1.776939	
3.012824	-9.396054	4.324418	5.886712	-2.276785	0.356135	-3.874277	7.076176	-5.776731	1.648660	-4.274122	5.472554	
-7.410806	-7.915783	5.961092	-8.024374	-0.850961	3.286888	-5.354185	2.270482	1.581968	-9.863886	-9.840349	1.520418	
-7.499359	4.310964	0.634108	0.291163	6.462784	-8.904829	7.944919	6.975972	4.728079	7.336394	-8.685255	8.121677	
1.648774	3.167928	5.668206	-7.985198	-4.215554	-8.985534	6.305845	7.978527	7.022373	-2.176659	7.938768	6.986962	
1.804410	4.324620	8.251271	-6.949037	-8.319465	-4.902019	-4.671340	5.802301	2.202627	6.539595	2.059782	6.257771	
2.043740	-5.004482	-8.253783	-2.031961	8.744865	9.699697	3.212907	1.873164	-9.436652	-7.011141	4.873333	-5.269113	
-7.848135	9.686271	2.547669	0.069740	-1.906125	5.489884	-8.413907	7.922725	3.033351	-9.364339	7.127473	-4.665109	
6.599430	7.566130	0.321702	9.454509	-7.926032	0.468853	-7.929516	2.796315	-1.057460	3.947406	-0.669770	-2.276615	
6.893189	4.106497	6.652105	5.850911	7.221834	0.308447	9.525470	8.497097	-9.992695	1.019639	3.923451	0.873060	

Risultato:
Matrice C di dimensione 12 x 12:
-23.306363	247.461236	-54.419826	-120.270385	145.324502	-184.166440	54.065333	327.897150	295.521202	-32.838961	-76.782558	407.616329	
48.110062	269.267091	114.355464	82.031959	94.691305	-268.025719	39.331372	252.483350	-10.293226	-62.204061	98.487183	411.419958	
82.770082	353.787415	29.801951	323.342692	-12.115362	106.553802	-130.946964	255.321580	8.985899	-94.050833	66.447132	-63.766511	
-151.573868	409.137586	260.820494	-66.773587	-230.725528	-131.379392	-93.378860	197.864934	139.059940	98.211735	-217.385294	290.029632	
209.937135	131.521612	275.878776	163.033052	148.475162	-7.009450	-70.266335	234.329344	-194.687661	-53.389310	245.474410	21.777239	
-112.046219	163.575285	-25.471763	210.702647	-58.869933	119.561932	301.866805	97.717753	-5.756676	-100.746687	108.233506	-74.901534	
94.289159	141.673508	170.747758	124.351718	87.036546	-29.373906	-3.834125	-103.524160	-250.834901	231.780100	155.358777	115.078014	
98.742147	314.487418	162.508965	136.494395	69.930582	-67.796742	47.719132	242.900136	-301.106077	127.213609	268.780911	-76.267357	
268.517848	43.569630	-38.154847	-74.842902	108.144967	-137.931562	84.620733	419.429429	-304.007667	-31.467844	235.605896	-166.922747	
-109.656537	171.301530	100.315640	313.271214	19.001727	257.445943	29.413913	12.975959	-29.876418	-38.596930	-113.995493	172.720306	
189.940098	256.674657	133.552553	337.743852	-30.582511	-124.931208	-94.946560	301.706118	-29.024356	51.078557	261.639904	-62.654637	
234.717983	340.044790	151.715248	451.866258	-19.714864	58.484711	110.697788	-202.343022	-329.097915	300.770747	192.157155	69.660701	
