
Matrice A di dimensione 108 x 108:
6.061840	9.479404	1.664203	8.233302	7.285936	-2.998529	-1.885828	4.634222	1.096859	8.095093	-7.277936	3.085484	8.766606	9.821667	2.806613	-2.248508	2.176495	7.394569	1.157731	1.428720	9.874735	1.127664	5.476356	-3.251906	-0.482345	1.824265	-0.696326	5.536460	1.832680	1.126893	2.667539	2.799536	9.856728	0.725346	6.580514	7.987937	-4.965653	0.897606	-4.801028	9.430119	1.613335	2.666363	-2.280252	-9.087503	7.868732	5.737311	0.869604	2.129572	-1.127842	5.684036	0.838935	3.839586	2.366591	-1.116034	-5.856970	-4.249922	-0.248586	2.305490	-2.789889	6.502696	8.444064	-6.104695	-0.481454	5.166703	2.965373	-0.482785	-7.668083	8.908605	5.213575	8.264564	5.192373	-5.384445	-3.519567	8.093198	8.381798	5.652738	0.704965	4.220982	4.831994	-8.993067	-6.699677	8.665256	0.625396	1.657924	0.282995	9.725060	6.215999	-0.656547	9.912304	8.699656	6.520024	-2.204489	6.286619	6.149536	1.049035	4.398131	-6.217468	1.584789	0.732965	-9.024132	5.510731	-1.288281	-4.048120	0.052046	7.338590	8.877225	6.417007	-5.191805	
1.884231	5.251708	3.864044	2.099188	6.169619	5.847131	5.397504	-3.037654	-4.606694	1.391379	5.338316	6.412145	9.973644	3.895759	0.085472	9.858752	2.558410	1.765173	-8.779301	-4.922051	8.767636	6.955770	1.578794	-2.556607	9.463853	0.888197	8.254789	8.104818	8.785401	1.503862	7.299241	1.179978	6.535415	4.622933	-9.348048	2.186047	8.874212	-9.567807	0.269219	9.432201	5.621405	7.263728	-0.379233	3.801152	-8.678612	0.315250	-8.727740	-4.226674	1.698428	3.384325	-2.722539	1.238625	1.966348	-7.688244	-7.188783	3.062201	4.352226	6.061503	-8.520511	0.058741	-6.925019	-8.314312	6.225742	4.060252	9.151539	3.881764	-0.779159	3.536040	-8.172559	4.800458	6.191822	5.677663	7.005355	-9.900143	-4.489750	6.740471	-3.048894	3.719846	7.726698	8.099510	-8.173697	0.669396	-1.034117	-8.867749	7.958740	4.350593	7.223399	2.846807	3.044771	6.812667	4.658730	3.373152	9.585292	2.740901	-6.404799	7.920753	9.565414	-2.592247	2.217481	1.273349	1.160304	5.173479	-9.755177	-9.568572	2.786264	4.749636	8.652741	1.376644	
-6.126393	-4.803578	9.737721	5.213992	-0.826563	4.776879	-3.777644	3.902016	0.931254	4.367645	5.472371	-1.967071	9.144790	-7.944582	3.808408	2.670319	5.819391	-5.622531	3.818781	8.132033	6.789165	1.076975	-6.742592	7.515627	-7.803906	-1.796894	0.575154	7.986823	9.765193	-3.447636	7.056232	4.489828	3.977395	-2.035871	1.734049	-9.532909	3.264574	-5.489732	-5.268649	8.537877	-6.426013	5.815846	8.399709	7.627344	1.719773	-2.490640	-4.666932	3.323348	2.712885	-9.817080	2.036741	7.629820	-8.950072	-9.291305	3.861672	7.502900	8.665103	8.986755	7.155909	4.144292	5.516681	1.454516	-2.829965	-7.702649	3.501296	6.722448	4.318036	2.326392	-2.275374	-2.622025	-4.659955	7.458058	1.642868	-5.474846	5.420403	2.283110	-3.473713	1.067020	8.311866	0.160478	1.330349	7.827514	3.590230	7.028735	5.055131	4.984502	2.322413	4.326752	7.885514	8.479347	9.615678	-7.999707	9.572585	0.066476	-8.471397	2.991954	9.588814	8.750854	-3.664960	-5.989470	-3.749044	8.600150	-0.969911	7.438266	7.149019	6.477271	3.047480	6.261439	
-3.719336	0.924496	-3.687743	0.533811	4.096405	4.658529	1.926016	1.252556	1.816767	-1.802100	-8.281873	-8.382825	5.601271	1.226990	5.164756	-9.410315	2.897055	0.328096	-2.787323	2.501526	-7.674593	-8.987410	-3.863062	1.031418	-3.090295	-6.624898	-6.254665	-0.051246	7.916155	8.398498	2.548082	8.208999	5.007668	5.979062	3.334062	-8.500520	-3.406126	-5.620507	5.449369	2.866554	-6.272121	-5.483768	6.282454	-5.169686	1.457636	3.367232	9.724347	-1.078888	-8.260059	-3.875847	-3.677284	3.153801	-5.229137	-1.792378	4.913494	-0.172471	-4.602947	6.318701	8.125642	4.841222	9.105015	0.128218	-8.247245	-4.178192	9.772375	6.600656	-2.430655	4.364588	8.759726	-6.297589	2.671586	-9.797463	2.428325	-3.810992	-7.986173	-2.557108	8.393492	0.457230	-6.574939	5.856618	1.616879	3.241868	-3.584941	-4.058633	3.234987	8.620138	9.153845	0.983432	-1.829113	6.262323	0.313398	-7.841780	9.517302	3.365588	1.118044	-3.661949	0.846278	5.439300	-1.736602	-1.327113	7.216458	9.396663	4.975429	-2.626612	7.666200	3.458861	1.118398	6.146813	
3.365660	-1.565123	0.422887	0.462447	2.101009	1.647288	1.943574	2.217160	-6.192066	1.171185	6.368904	-6.003725	-8.325507	0.325312	7.479032	7.810231	3.134870	2.079772	9.796782	-8.387729	7.207481	-3.067945	-2.498864	8.493244	9.462635	0.694060	1.012145	4.141790	-2.134782	4.406252	8.572220	-8.848722	9.182936	2.310187	-2.773875	-5.179378	-5.737864	-9.814410	-6.441894	9.518814	6.697113	0.062726	-5.352360	-6.773449	5.859304	-2.194501	7.974311	0.051507	6.666105	0.777656	8.661891	-7.181283	-3.812520	4.721305	8.906816	-6.983775	1.288704	3.796759	-4.243750	-1.333372	-1.869113	0.058723	5.124636	8.295756	-9.119796	-3.443566	2.001926	-6.588320	5.486734	4.827035	-2.436330	-1.529519	-8.142126	2.484685	7.183078	5.714963	-4.505962	0.004857	-5.751701	-5.204638	-8.519424	1.920551	0.115218	7.710710	1.873973	-6.910006	-1.168826	3.399461	-7.770294	0.934888	2.644228	-7.520256	3.863712	8.738398	-6.715710	-3.220247	3.479670	9.061391	9.002630	7.900003	7.718395	-3.568242	-7.335959	-6.069129	6.576741	-9.807911	2.979649	7.299570	
6.631448	0.476980	-0.125456	7.864845	2.123806	0.331668	-5.704367	-3.421372	3.439935	-0.189313	9.787086	-2.386093	4.948155	4.502335	7.073340	9.791169	-8.834148	9.695141	4.741886	-7.414985	4.777715	-6.042063	-6.819269	-8.945517	2.735804	-0.764901	4.286265	7.076151	0.279463	3.611380	6.396873	7.434825	4.241263	-9.465534	9.584948	-7.414314	4.016296	9.936165	-8.224773	1.472194	-1.632787	1.861757	9.106835	-7.548376	1.301911	1.562250	2.336702	-4.446875	4.899137	-4.293331	-5.314632	7.401969	5.713017	3.799512	-0.130504	5.386022	4.445302	9.168231	-6.977881	6.757800	3.082675	6.095203	8.627848	-7.508028	6.678717	-3.322926	3.361410	0.934685	4.616376	-5.675568	4.440169	4.983921	5.404683	9.892951	5.716173	-7.460674	8.812553	1.034241	-2.445804	-0.628838	2.915587	0.528516	-0.935570	7.431899	-1.600129	0.944224	-7.988301	4.202179	1.785741	-6.899696	-4.906505	6.523432	4.996346	-8.346210	1.175339	7.021451	3.154851	2.982521	1.949255	5.574301	7.107150	-0.938351	5.560137	-0.409851	5.167175	6.819883	4.772611	1.022642	
-0.908594	0.780067	9.091647	9.819892	-1.699008	6.528256	9.539283	2.937453	6.429871	-2.943837	-0.694761	0.023830	-2.022961	-4.491532	-5.910147	-4.699401	1.175357	7.422943	-9.156102	6.254831	-2.092439	0.165679	5.283159	5.243280	7.343252	8.348491	-0.113391	8.339617	3.152400	9.931004	4.832558	3.907821	-2.090799	9.304609	9.845669	6.402451	8.861720	-6.191443	3.354956	-1.063400	9.229330	2.375088	9.206535	4.360507	3.517038	1.651202	0.309880	-6.523393	7.775370	0.726815	5.401824	7.890689	6.766502	-2.616938	4.772057	4.009434	5.205400	-9.253770	1.355487	3.546541	9.863240	1.497379	9.259892	-5.353221	1.530422	4.288937	0.101624	1.959822	0.501260	-7.620402	-7.538033	4.396603	4.890951	0.858932	-2.955487	7.293283	3.069721	1.279082	8.480280	9.416271	0.742163	-3.626271	3.120367	4.038018	4.223730	-2.771608	-2.891249	6.068106	5.321520	4.755647	-8.849610	-7.589129	5.469899	0.334228	9.789799	2.037946	-0.435868	7.672245	-0.272098	3.506157	-0.471439	2.500068	-6.023057	1.518937	-1.140673	9.270607	-9.474287	8.688536	
0.459490	5.768673	1.175710	-4.029496	-1.079349	3.800715	2.380971	2.589891	1.963257	1.760097	1.533769	9.658950	2.574367	8.622474	1.359136	-4.777236	2.510290	-3.472130	5.324052	-3.298913	0.482700	4.499479	-7.253326	3.330594	7.468441	-2.078529	9.548863	-5.506200	-0.815009	0.316458	6.715591	-3.494158	0.271646	8.118627	-9.438633	9.066155	7.639404	3.271019	3.187098	4.350518	-4.361207	8.153257	7.822198	-9.802712	-5.315548	9.927871	-5.690606	9.813462	3.751682	-4.217203	-6.533895	-9.431706	8.101918	0.251430	6.671983	-5.641134	5.664406	2.903246	8.307301	8.996032	6.117006	-5.069306	6.453499	3.178767	8.630858	7.885897	8.416116	-5.373649	5.982921	6.583409	5.400594	9.867332	8.321414	-8.353041	3.582085	2.231068	-6.705893	0.756042	3.625825	2.920309	6.571013	0.379543	4.346715	2.324609	6.921424	8.874101	9.927621	-2.693803	2.120914	2.967232	9.166657	1.947919	9.020994	-2.554164	-4.655941	2.874459	-9.943593	9.509298	-6.910705	2.306086	9.351023	-1.113515	3.280820	2.403612	-5.134772	-3.032782	2.178166	-8.382541	
2.102070	1.815842	-6.581719	-5.763671	2.711285	3.949234	7.892662	-5.173876	-8.155603	1.224149	7.544429	0.592639	-1.714788	6.419495	-4.920950	-5.718295	9.496057	8.976102	-2.216688	1.283655	-6.257850	8.032783	1.991838	-6.854439	5.295842	2.957392	9.902451	0.987225	-3.029601	-1.531380	3.914524	-8.837565	-7.909392	6.305381	-5.136649	8.983172	9.771487	0.999211	-4.987394	-5.528274	6.237938	-1.147181	7.845977	2.446062	7.808639	-2.494041	0.516261	-4.573830	-0.718150	0.682042	6.935633	7.910585	9.347607	4.757727	5.493965	-3.542485	9.013995	9.376309	4.215592	4.971004	2.395475	-3.605688	-8.699893	-0.065739	4.820715	-9.868971	-8.061842	-9.639929	8.287438	8.094285	5.727124	-3.410949	-4.491579	-3.905729	-7.466627	4.065164	4.398579	-1.811734	-8.705292	-3.265907	-7.940761	2.448299	-5.136038	9.677955	3.129432	2.853509	6.727562	0.586612	-1.927983	6.262089	1.011896	-9.040339	3.162925	5.445422	2.179250	6.858312	-5.861360	1.988201	-2.996614	4.392268	5.761000	8.985623	-7.272132	3.766668	3.132795	9.173669	-7.713277	4.889467	
2.971521	0.709306	-5.081298	-6.789375	-5.194079	0.185653	8.807402	-6.489351	-1.518640	-0.455708	3.229184	5.317501	1.560419	-6.589819	1.560354	5.103495	-1.321440	4.354849	-9.032892	0.318944	7.159988	-1.648956	-8.406053	1.709945	6.495058	2.869970	5.394915	9.982470	9.402217	-8.313905	-8.291108	-4.325705	4.804485	1.749819	9.942589	5.948592	1.482543	4.653747	-1.662629	-2.797917	-4.332460	6.281193	8.876762	9.361768	6.246027	-3.324706	0.176422	-5.000233	9.058187	4.005593	4.644147	8.785808	6.865329	7.626150	-3.959842	3.937424	3.591707	2.992928	5.869161	2.729790	7.118815	-3.156107	7.407016	-1.185162	6.938340	-6.068878	1.938753	9.853830	5.650742	0.276622	4.998169	-9.741863	-1.347597	0.289403	6.196285	-1.581576	5.726316	7.749889	9.488165	5.464264	0.499877	-9.664825	3.836909	-6.558050	-5.128705	-1.228002	3.970882	-7.516747	6.971061	-1.875573	6.275690	5.876093	0.451508	0.991293	4.764387	-1.405128	-7.558391	0.710875	5.949788	3.971069	-6.587547	0.651167	1.745800	9.907343	2.119637	-9.419129	7.186057	4.270296	
