3,0,1,10000,0.000059459
3,0,1,10000,0.000040042
3,0,1,10000,0.000056209
3,0,1,10000,0.000039792
3,0,1,10000,0.000045750
3,0,1,10000,0.000056875
3,0,1,10000,0.000051458
3,0,1,10000,0.000040708
3,0,1,10000,0.000039209
3,0,1,10000,0.000050500
3,1,2,10000,0.000030417
3,1,2,10000,0.000023083
3,1,2,10000,0.000019375
3,1,2,10000,0.000021250
3,1,2,10000,0.000022416
3,1,2,10000,0.000030375
3,1,2,10000,0.000020792
3,1,2,10000,0.000019292
3,1,2,10000,0.000029417
3,1,2,10000,0.000019208
3,1,4,10000,0.000022583
3,1,4,10000,0.000012792
3,1,4,10000,0.000028042
3,1,4,10000,0.000034584
3,1,4,10000,0.000010750
3,1,4,10000,0.000022833
3,1,4,10000,0.000034500
3,1,4,10000,0.000038375
3,1,4,10000,0.000023625
3,1,4,10000,0.000016541
3,1,7,10000,0.000022208
3,1,7,10000,0.000018500
3,1,7,10000,0.000041917
3,1,7,10000,0.000028583
3,1,7,10000,0.000021792
3,1,7,10000,0.000038292
3,1,7,10000,0.000019542
3,1,7,10000,0.000052959
3,1,7,10000,0.000063166
3,1,7,10000,0.000024917
3,1,8,10000,0.000137417
3,1,8,10000,0.012853416
3,1,8,10000,0.000053209
3,1,8,10000,0.000090500
3,1,8,10000,0.000141625
3,1,8,10000,0.000054917
3,1,8,10000,0.000044917
3,1,8,10000,0.000007208
3,1,8,10000,0.000042042
3,1,8,10000,0.000075333
3,0,1,100000,0.000402458
3,0,1,100000,0.000405791
3,0,1,100000,0.000439125
3,0,1,100000,0.000348000
3,0,1,100000,0.000379125
3,0,1,100000,0.000404125
3,0,1,100000,0.000362500
3,0,1,100000,0.000426500
3,0,1,100000,0.000397750
3,0,1,100000,0.000415667
3,1,2,100000,0.000193792
3,1,2,100000,0.000182000
3,1,2,100000,0.000200500
3,1,2,100000,0.000208083
3,1,2,100000,0.000200333
3,1,2,100000,0.000206167
3,1,2,100000,0.000194750
3,1,2,100000,0.000201500
3,1,2,100000,0.000199458
3,1,2,100000,0.000182750
3,1,4,100000,0.000117250
3,1,4,100000,0.000103542
3,1,4,100000,0.000134209
3,1,4,100000,0.000135459
3,1,4,100000,0.000129625
3,1,4,100000,0.000106292
3,1,4,100000,0.000103959
3,1,4,100000,0.000108667
3,1,4,100000,0.000114542
3,1,4,100000,0.000098709
3,1,7,100000,0.000066834
3,1,7,100000,0.000068541
3,1,7,100000,0.000066000
3,1,7,100000,0.000069625
3,1,7,100000,0.000067459
3,1,7,100000,0.000065375
3,1,7,100000,0.000066000
3,1,7,100000,0.000102750
3,1,7,100000,0.000076167
3,1,7,100000,0.000350834
3,1,8,100000,0.000082375
3,1,8,100000,0.000091917
3,1,8,100000,0.003191292
3,1,8,100000,0.000078625
3,1,8,100000,0.000094708
3,1,8,100000,0.000049334
3,1,8,100000,0.000062583
3,1,8,100000,0.000113834
3,1,8,100000,0.000104500
3,1,8,100000,0.000112542
3,0,1,1000000,0.003533416
3,0,1,1000000,0.003583333
3,0,1,1000000,0.003624500
3,0,1,1000000,0.003604917
3,0,1,1000000,0.003591333
3,0,1,1000000,0.003537417
3,0,1,1000000,0.003523167
3,0,1,1000000,0.003804750
3,0,1,1000000,0.003609000
3,0,1,1000000,0.003524583
3,1,2,1000000,0.001874375
3,1,2,1000000,0.001839333
3,1,2,1000000,0.001922916
3,1,2,1000000,0.001886291
3,1,2,1000000,0.001884041
3,1,2,1000000,0.001865459
3,1,2,1000000,0.001849333
3,1,2,1000000,0.001864791
3,1,2,1000000,0.001865500
3,1,2,1000000,0.001837083
3,1,4,1000000,0.000968375
3,1,4,1000000,0.000954750
3,1,4,1000000,0.000973625
3,1,4,1000000,0.000952792
3,1,4,1000000,0.000966584
3,1,4,1000000,0.000979875
3,1,4,1000000,0.000966166
3,1,4,1000000,0.000970208
3,1,4,1000000,0.000959417
3,1,4,1000000,0.000935041
3,1,7,1000000,0.000565792
3,1,7,1000000,0.000548084
3,1,7,1000000,0.000561667
3,1,7,1000000,0.000565917
3,1,7,1000000,0.000567333
3,1,7,1000000,0.000567917
3,1,7,1000000,0.000568875
3,1,7,1000000,0.000546125
3,1,7,1000000,0.000563750
3,1,7,1000000,0.000563542
3,1,8,1000000,0.000489541
3,1,8,1000000,0.000496917
3,1,8,1000000,0.000695416
3,1,8,1000000,0.000507125
3,1,8,1000000,0.000687958
3,1,8,1000000,0.000520000
3,1,8,1000000,0.000981000
3,1,8,1000000,0.000509125
3,1,8,1000000,0.000525084
