
Matrice loc_A di dimensione 18 x 18:
3.799626	-7.020791	9.415761	-8.514895	9.523003	0.428271	-4.512892	7.391035	-5.668202	3.865187	-2.258090	1.739952	6.013964	-5.233867	-9.835759	2.954707	4.474812	9.700454
9.385909	5.737528	2.114457	6.627969	-4.363005	1.780731	6.014835	2.440483	4.836275	9.667031	-0.546329	1.419926	-0.126210	8.526320	5.028452	8.181275	9.336525	4.587199
3.974812	-7.321661	-5.430494	-8.294750	-8.197654	4.478379	-0.652278	8.959674	4.703120	1.137646	4.871929	7.774670	-0.067389	8.839540	0.354240	-7.681261	4.436833	8.045696
2.096877	8.762381	6.676182	-5.509128	-8.174048	-4.402337	4.540434	-5.408586	7.514953	2.560031	-6.473832	0.386071	7.637668	8.155246	-6.977272	8.545887	-4.661434	0.525591
8.997990	0.419106	-7.029953	7.277188	3.150556	8.800772	-6.921601	-8.231707	6.900685	1.744101	0.575972	-0.991682	2.217762	-1.290318	6.860256	-2.458615	-9.115066	5.238360
-5.304417	0.848519	6.914282	8.999791	6.968068	-1.026239	-3.818463	-0.485754	-3.663117	9.900101	6.184029	1.971435	9.796850	8.478898	2.508324	-9.384963	0.627879	-6.514502
0.246128	-8.696116	-4.804764	1.809634	5.946609	1.883117	5.527178	-7.352645	9.904787	7.380772	7.700400	-7.734621	3.882676	1.169809	7.501092	-9.355246	6.240358	-1.943542
6.517488	4.829417	-9.498130	6.091611	-6.535901	3.812872	-0.316674	4.254778	2.598307	8.788727	7.021920	-8.348252	2.199854	-5.669708	-3.725848	1.496739	0.599222	1.595491
4.238916	0.640716	4.151320	5.509642	-5.714970	8.220910	2.433127	0.822845	7.251083	-2.207763	6.888039	5.698631	7.790410	-5.420713	7.842759	7.366688	-5.288803	-0.656800
3.789650	-5.789860	-1.963787	1.515393	-5.706318	6.061332	4.541343	4.023631	6.457951	1.747420	5.631206	4.965272	-1.616405	2.411161	4.756920	0.438773	0.668541	-2.573550
3.851114	1.648694	4.036310	-5.932036	9.460794	-5.100784	5.570603	-3.343744	0.459107	-7.538276	5.373351	-7.301999	-3.929559	-6.171836	-3.278958	-5.340275	-8.550408	-8.792671
-9.593024	-6.496038	-3.079385	2.081758	-9.514258	-6.868274	-9.424164	2.894600	-7.874695	4.727617	0.546615	5.776676	6.362842	4.186845	-1.742165	4.233543	8.483536	6.943025
9.517398	3.518171	9.270331	7.399928	0.220426	1.146083	4.034792	-0.310929	-5.818752	1.367672	3.600810	4.107318	0.056119	-7.548987	-7.855339	9.863901	4.141953	1.894052
1.464579	5.282794	3.485695	-9.047855	-2.626353	7.771047	7.999734	-5.874470	9.390402	7.026851	2.835883	5.672139	0.548833	9.312901	1.267580	6.675830	5.085702	5.079000
-2.485210	-7.195050	-6.899816	1.828893	-8.586597	-4.487226	-7.155705	3.235459	3.484643	-8.014771	-0.210646	-1.087022	0.684734	8.008274	-8.317260	-7.284396	-8.824762	8.264319
-0.828715	2.265825	2.512113	1.947095	-1.993787	-2.124055	-7.123103	-4.041758	-7.944476	-3.708313	1.430999	-0.352900	8.480041	3.920373	8.035403	-3.451955	-3.233524	-8.509701
-9.300903	-2.726225	1.974674	9.470543	2.091669	-6.696334	7.410172	7.569501	-3.263895	7.126250	-5.161882	-1.059201	1.115666	6.481977	6.537702	8.976758	6.819634	1.252090
4.729921	-9.051990	-5.313735	2.254963	-5.472685	4.774060	5.192673	9.867510	8.681904	0.365790	9.998799	0.683579	5.005909	9.770585	9.507817	6.329923	-0.439034	6.098232

Matrice loc_B di dimensione 18 x 18:
7.222206	2.145221	8.026979	3.641902	-6.512951	5.211037	-8.923515	-2.304262	7.335533	1.927398	6.657508	2.980500	6.605681	5.820211	9.104284	0.013635	4.406973	-8.406042
5.779845	0.257530	-7.917317	-7.476522	1.168281	0.313708	5.698127	-4.678452	-8.423524	3.410932	-2.912735	0.677373	-1.287042	1.676184	2.108323	-2.237580	2.269814	-0.848585
6.870836	-7.348377	4.576997	-0.786576	9.004701	-0.490432	8.497138	-1.650932	9.383887	-1.876870	0.773911	5.958511	3.989846	4.369004	-6.151099	2.023802	0.066728	-2.638879
