
Matrice A di dimensione 36 x 36:
-8.714057	4.608933	-0.903996	4.274710	4.196278	5.641498	-1.013202	-0.482433	4.062388	-5.817103	6.388838	-2.746636	8.009616	6.395145	-6.322427	5.563964	3.262071	-3.002209	-6.567813	4.889378	-9.604095	5.366764	2.134701	-2.802222	9.204284	-7.640866	3.855010	1.358723	6.874460	-5.873472	-6.685148	0.244070	4.285986	-6.778921	6.169407	7.378504	
4.773755	6.368035	4.584779	2.256518	3.828516	8.852671	-9.411853	8.262561	5.868621	0.556371	7.778162	7.511817	-3.976969	7.270211	6.958186	6.383139	-2.595510	5.956938	9.929628	-4.968891	7.347996	-6.441111	1.994868	1.290037	5.462974	7.310421	5.761830	3.166973	9.298715	0.123894	0.838433	6.710287	8.652174	-8.062403	-0.503676	-0.149513	
6.521497	6.187502	1.377791	2.700326	8.754361	6.593118	2.402301	9.905308	3.751391	3.142587	7.344969	9.675672	9.752582	8.314413	6.554033	-5.034085	8.236059	6.921743	-2.938469	-2.010162	1.971713	9.284966	6.054492	-3.217823	-4.178612	7.232090	7.454423	8.850312	3.235382	8.040187	-4.051790	6.672150	3.067067	2.833366	9.684869	1.195592	
-8.067885	9.421943	-0.581991	5.656482	-6.638365	-2.800750	-5.056835	-0.346614	2.806230	7.615045	1.962125	-2.199460	2.884391	8.521374	1.976439	6.274018	1.904470	-9.024525	-9.649480	3.120703	7.826657	5.875908	-1.360115	-1.896843	5.574711	-6.692785	9.586939	6.989766	-0.721404	-4.252320	5.035147	1.454150	0.783204	-2.791787	-6.332365	7.261103	
-9.073457	8.732219	-5.482556	8.934749	3.478093	-6.596565	7.779265	-7.506613	-2.858916	-0.945958	1.341258	9.441799	-1.118177	-4.678296	9.809993	4.329616	-6.403791	0.436231	6.861441	1.270809	1.247834	8.438839	8.675103	-5.634692	7.424351	5.821165	-0.323305	-6.696579	1.167021	-0.983000	6.608187	0.447263	5.218517	3.624377	-2.652695	8.953310	
0.962412	-0.728043	-7.287894	4.566467	8.356657	-4.796919	-2.518660	0.345274	4.509340	-2.215027	-8.006579	-6.733985	6.838675	6.209437	9.530255	1.507733	6.671038	-6.840039	7.154334	-6.138022	0.848408	-0.858807	2.524895	-8.759276	-5.101980	2.052721	-8.334227	6.389166	-1.769240	-7.256162	-5.885105	-5.379310	5.972963	1.728040	2.091542	9.455990	
7.619474	-3.953146	8.979433	-5.351005	7.115246	-7.648061	-6.509907	5.438232	-8.145767	7.888312	-8.227778	6.534191	5.532446	4.004577	-5.128084	7.909445	8.171195	8.501320	-9.147398	2.472072	-3.582970	6.709778	9.386964	4.671547	-1.028561	3.404838	-6.246557	6.355568	3.177407	-5.370523	0.868142	1.680040	1.856809	3.486997	-6.989600	-6.837270	
7.348106	3.984924	6.498511	8.964926	-9.569900	-8.808596	3.732997	8.015134	-2.144316	8.669673	-3.340658	-7.089597	3.865342	-9.343828	9.050427	-8.885226	-3.809836	-1.280166	-1.584025	-2.623098	2.337696	4.820567	-9.158744	-4.820275	-0.016538	4.548162	-5.846186	0.814961	5.374962	3.687114	-4.790394	5.743585	7.979589	1.099221	-8.099073	-9.186591	
-3.569202	0.943157	-5.849101	-6.517215	1.573041	8.320335	7.643236	7.699060	-1.268488	9.885863	-2.973687	8.684007	6.789684	3.637087	8.414733	-9.580798	-3.033633	1.735136	1.968173	-3.611908	-0.367624	7.141865	-9.954660	8.463216	-0.800629	-4.125197	3.576462	-8.358767	2.637010	0.202028	9.385687	-5.964953	2.608708	-0.413864	-3.274748	-9.257679	
8.707432	-1.331990	-3.640110	3.906620	-3.585568	1.426615	6.047218	3.596560	9.694554	7.059981	1.422404	7.358649	-7.951259	1.800823	8.352526	-7.343459	0.235517	6.568119	2.073304	2.112263	-5.839776	-6.112370	-4.851169	-6.352268	1.118411	9.619776	9.436817	5.668184	6.039057	6.483029	6.594294	-0.397333	3.808684	9.189298	1.276323	9.179221	
