
Matrice A di dimensione 54 x 54:
-5.955565	2.835614	-3.992558	6.379671	-5.833416	4.613621	2.808987	1.423969	0.988037	0.346295	-1.135511	1.403306	-3.051289	1.941786	-3.097584	2.200688	-5.177527	6.823553	-3.835714	8.681610	9.501029	2.186850	-2.049715	4.652071	5.701233	3.840134	2.968388	5.468993	-8.090327	8.635153	-1.165126	6.962352	0.331122	1.184692	8.528320	4.773254	5.494858	-1.984437	-5.560537	-8.410403	7.196942	-6.105629	-0.033986	-6.085423	-1.657410	-7.596557	4.691369	-9.436560	7.605550	-0.133570	0.371383	6.590330	-9.191315	6.871713	
9.672279	-0.090747	5.729243	2.616932	5.801773	3.032433	0.553070	6.456428	8.567299	-8.711579	6.890747	7.222087	9.447184	6.879440	5.119380	2.553494	-3.638657	-7.175707	3.126771	8.181888	-5.351888	6.767506	0.480465	0.232424	8.950708	1.107184	3.175439	0.330975	0.252406	1.884982	7.851516	7.832747	-6.751340	3.288084	-1.368988	-4.217499	0.746302	-6.640542	5.116185	6.027324	3.419258	4.660044	1.619725	-3.090246	2.589467	8.357390	-6.999435	7.814858	-8.669504	3.455880	3.050634	2.246166	9.649774	3.400231	
7.068019	-3.067124	5.116131	6.059821	-6.598203	-8.555262	7.890209	0.095308	1.796877	0.723483	8.024719	9.646276	7.549147	-4.339431	8.144929	8.679736	9.460527	-6.120457	4.995064	-8.205275	8.406817	9.521410	-8.019114	-4.455296	8.722684	-2.670704	5.966611	-5.512517	-8.126752	-1.832576	6.565673	4.389233	-3.193099	0.333257	7.004047	3.907016	5.402171	1.529703	9.346955	3.143810	5.542733	-9.846640	-5.377659	-5.360084	2.693318	5.826285	1.822306	1.326178	6.681413	-2.974805	7.128201	4.819922	3.681818	8.027762	
-3.170663	4.149763	-6.102430	7.472653	-2.367147	-6.638353	7.193520	-6.193271	-0.403947	2.062704	2.750370	2.679244	-1.883195	4.915499	8.469387	4.781252	9.550265	-9.149894	-5.421991	0.371508	7.214831	-1.620042	-2.592102	-0.113523	-3.368740	0.957761	6.711111	4.018014	-2.900122	3.819112	-3.561484	1.905885	1.558085	-0.211701	5.709718	6.343482	-4.511232	1.104908	1.781851	-6.255652	7.729164	-7.003659	9.089081	7.724117	7.992153	2.626376	5.727378	5.676609	-1.915986	6.829177	-3.788566	1.612528	-9.199867	4.430412	
-7.613850	4.704027	6.369668	0.047028	5.309200	9.677180	9.405109	1.889071	3.552423	1.925354	5.340286	7.995138	-6.975346	3.456077	5.441772	3.723619	2.653963	1.682777	2.105933	-1.438580	3.581979	-9.581040	-3.999654	6.158987	6.570705	-6.741356	6.355341	1.883509	-5.260150	8.292350	8.755879	-2.660249	8.382978	-1.208437	7.907389	4.491853	8.692626	-8.413824	7.349114	6.188044	7.915165	5.265315	-3.712516	-9.172576	8.837977	5.856711	-4.870301	-8.942694	-6.688035	-3.901820	-8.491537	3.682546	7.207886	5.675554	
-8.204215	8.631599	2.158060	8.850019	5.846019	2.899016	8.117532	5.817022	-7.715128	-9.318037	2.980953	-0.377816	5.077187	-0.697527	8.878656	9.148782	-2.660308	-4.619089	-4.292848	2.426491	5.656046	-1.629352	2.212659	-3.499300	7.201222	9.246467	-6.314251	-2.812943	9.632360	7.997359	0.051653	-9.026980	9.091917	-7.746812	4.345747	9.910472	2.281985	5.167903	4.610381	-2.455504	-0.118838	4.985405	2.664811	-4.410199	-1.344617	-8.533533	2.123335	3.853494	8.290520	-9.268602	7.156439	-1.331915	4.428364	-8.199383	
4.220004	-8.203201	5.635917	6.744062	-7.333125	-4.737037	8.993331	9.346343	-0.801630	1.502464	-0.790680	4.065863	1.269818	1.551666	8.077274	-3.188583	-8.952530	6.716187	-0.008283	3.997223	-5.489499	-5.639100	5.690616	-4.022810	6.461116	7.465885	-3.829811	-4.569324	-8.024754	-7.341746	5.172196	3.287398	-7.441133	6.694041	-7.523958	4.369101	1.634311	0.912440	1.941883	7.514192	-7.469073	7.955223	-4.468841	9.647453	9.561025	-9.152033	7.465390	4.527752	-6.000041	-0.494923	8.690550	2.919263	2.719911	3.217020	
0.308603	4.445771	2.004237	-7.754933	2.502967	-6.308354	9.108872	7.498288	6.317693	-9.939379	-0.203078	5.949055	1.558494	-3.066505	1.716920	9.387328	0.355952	-2.968589	-6.445084	4.850142	-6.190139	4.072154	0.164143	7.288642	7.575012	8.038886	7.218416	9.245912	-5.761343	5.647857	-8.263515	5.441239	-3.499571	2.559144	4.648552	4.845851	7.084974	8.495100	2.608223	2.856639	2.323054	0.893314	9.738448	4.674940	8.293290	6.919766	1.384269	-2.527926	9.393182	-1.820579	-1.436819	-6.718295	7.692446	9.409095	
-8.206320	-8.230802	4.204764	0.439219	3.986913	-2.510278	4.467537	1.175864	0.449237	9.099229	0.646493	-1.537452	2.070119	9.109621	7.286606	-3.814221	9.929112	-6.731901	-0.839218	-4.244530	8.967811	3.402358	-7.392666	-8.752221	-1.894546	2.935313	8.490069	7.021150	0.860555	-5.171776	-6.917742	5.000221	-1.189029	3.824435	-0.929689	1.421626	1.107926	-2.992900	4.104312	7.073906	0.334452	2.701355	8.241227	-1.839229	1.582985	6.819385	6.788383	3.495033	2.197593	0.383662	7.283857	5.126532	5.297104	9.476727	
1.350768	1.345825	4.971972	-4.671940	-2.416393	9.400813	-1.667488	2.369929	9.350075	-0.107101	5.075639	2.484729	3.840521	4.869428	1.701293	1.822450	9.880039	3.229496	0.190561	7.092456	7.759320	-7.924327	2.716666	9.623667	9.758160	-7.865691	6.975947	6.306944	-5.423901	9.411755	3.701824	5.798520	9.402562	-4.739948	8.622392	4.897589	9.252954	4.900075	6.863562	-6.245176	-1.566244	8.757531	2.228573	5.896547	-8.984175	6.465918	4.948982	6.167071	6.320987	-5.527208	0.467537	3.512690	-6.014037	-6.193304	
