
Matrice loc_A di dimensione 54 x 54:
5.143124	7.508890	2.571713	5.731579	2.879989	5.264790	0.251355	-6.656616	-3.338828	9.745899	0.411476	-7.352706	-1.106505	5.355389	-5.190314	-0.010486	8.206683	9.112652	4.686536	1.816797	6.838350	6.885318	2.694617	9.230982	3.980665	-4.560356	0.552084	5.911669	5.564062	8.235170	3.625522	1.087815	5.765032	2.610600	5.044699	8.018093	1.508984	8.972752	8.445345	0.237045	-7.180614	6.818150	6.710463	9.391287	3.996876	-3.028902	5.872112	9.454602	4.317184	2.088712	6.492600	1.244931	5.010214	2.205185
6.638723	-2.447957	5.106126	0.389670	-4.067645	-4.295216	1.321164	6.712969	9.070610	4.666463	7.331179	2.220461	6.009094	-0.306424	-8.627367	4.944716	-0.794927	2.287617	1.079318	5.212075	9.477684	1.800721	8.077923	3.273839	0.469184	-5.479053	2.940185	-9.540331	-7.036061	-8.603629	-7.255389	0.929518	0.941018	-3.951369	5.894423	7.167298	8.670734	6.170954	-7.481709	-3.897190	7.385095	-5.751256	7.075757	9.274560	-5.138341	-9.775246	-1.426534	0.444046	3.921900	4.387888	3.558859	5.188429	0.523205	8.978250
8.331826	4.265501	8.454361	4.498969	-0.307479	-5.579937	5.103970	6.105429	0.367132	5.020417	-9.529599	3.359226	1.226514	3.189361	6.571792	-8.555100	6.668372	-3.531914	3.839191	8.385353	9.379188	1.437468	-3.576904	4.181702	1.306592	-4.989273	-1.867160	-2.830777	-5.160008	-4.529604	4.379268	-6.635417	5.905305	6.170372	8.198214	-3.891166	-8.521014	2.060560	2.871530	-6.041955	5.444381	-5.014313	9.379728	0.405215	3.865229	6.271536	8.019523	9.292136	3.074284	3.669323	0.018233	-8.849901	2.889122	0.637167
-9.388864	7.799642	7.406868	8.785422	-8.670073	-6.841129	0.602603	2.567103	-7.965450	-5.428373	4.137963	0.469530	2.025606	1.635779	-7.540174	7.258886	-1.576950	5.286164	3.354721	9.248373	3.168179	9.166105	8.141540	4.146847	-2.216972	-5.353632	7.299222	-0.221382	2.345051	9.084074	-9.171034	-6.814264	1.401487	9.731803	-6.172015	6.781002	5.069678	3.110975	7.680314	9.318208	6.833043	-6.252220	0.495001	3.457093	8.330763	2.725279	-8.884126	-8.249782	-1.639972	-5.041822	6.961760	7.152180	-7.769930	5.242656
8.616271	6.285348	2.246918	-1.227912	8.966283	-9.370152	0.517778	7.258844	1.940222	2.175326	8.381586	2.105324	8.018443	-9.913980	0.126485	9.574030	8.990300	6.560776	4.254310	5.654958	7.153566	-0.350470	3.829139	-6.097060	5.896494	-8.122962	-0.725375	9.714545	5.428210	2.779355	7.197857	4.297453	-8.212764	7.425375	8.646916	5.687667	8.105443	3.471826	3.647450	7.703943	-7.841271	3.822025	6.055190	-7.310464	3.165095	7.038096	2.443205	6.551109	-2.193777	3.123042	7.056816	6.641176	4.848845	7.096840
-1.516588	-9.718770	-2.410316	3.930913	8.792702	3.563955	0.280624	6.073878	-0.977584	4.717134	-4.459379	9.235386	1.315207	1.810164	6.326046	5.214509	9.701450	1.192072	6.136989	2.440923	-6.907009	9.088987	4.448158	8.476497	3.270485	0.126223	5.529717	-3.740755	6.967592	4.232838	1.660502	1.136272	4.380626	3.473718	7.451330	5.447306	1.919520	1.545971	9.699157	1.793420	-3.216100	0.699507	1.281251	-5.590741	9.991180	1.542482	9.270927	3.013634	5.007099	4.169168	2.401993	-6.816767	4.152765	0.689191
-3.581559	-5.397275	9.694387	-9.134540	2.831255	1.146485	6.322396	0.529657	1.628991	6.200274	6.279022	2.979642	-2.358786	-1.565418	3.422273	8.476644	8.658181	8.661401	9.205624	2.841663	6.277980	-9.761492	4.453323	-5.730245	4.538028	-1.505374	2.281024	-0.529386	5.853872	5.595664	6.426500	6.279977	-7.946227	-3.437250	2.737320	9.188731	-0.267061	1.615677	-9.241372	-0.802698	-9.276442	-4.596449	6.793089	6.197276	7.220640	-1.923106	5.865248	8.731822	-3.144460	0.963326	8.447985	4.897080	9.102280	3.435430
5.003535	1.376730	9.638927	2.064548	1.423448	7.455772	-6.279460	0.048802	6.427260	-4.661157	1.015845	3.185354	8.161046	-7.096186	5.158953	6.780619	4.632163	0.677532	4.303058	-6.430703	5.869037	3.713496	-5.962397	-4.591394	-9.821786	6.441760	-1.950182	4.091595	2.578896	1.837332	-5.961988	7.900337	6.775300	4.865241	-1.319948	6.804864	5.182418	-9.337483	4.280659	-3.534472	-3.181428	4.940075	9.603347	5.242839	0.219451	9.920092	-5.698121	6.775590	6.398298	-3.551778	2.936775	4.907231	0.875003	-9.264009
0.950925	8.809452	6.624660	6.651248	4.645808	8.828995	3.367196	4.654231	-7.888197	-4.221352	-0.476474	7.478606	9.405164	-4.933046	9.517509	-7.967970	-0.715635	7.196744	7.443111	8.016619	5.457334	-1.941862	-3.497598	-7.669605	6.811391	9.021348	1.763537	-9.044022	7.231326	1.043511	-9.343300	7.217270	5.788903	7.399230	8.262006	5.320933	2.261462	2.543869	3.858889	-7.144855	-2.104431	7.958144	2.666158	5.036668	0.979235	6.646319	-5.091660	0.381470	-8.277603	4.112576	3.196548	0.258948	6.696305	1.217070
-6.905906	8.910227	7.823356	-2.169408	1.935513	0.108466	5.434772	-5.346213	7.385410	-4.013149	-0.071883	4.085038	4.405866	4.744540	-8.276486	-4.336525	6.406124	-0.618777	8.425720	5.688774	-9.517005	3.845378	5.048762	-0.114385	0.596582	-0.561967	3.398361	7.621045	-6.535855	7.857728	-2.248897	-9.994733	5.441007	-2.884500	3.401695	-4.227960	4.370515	7.870476	-7.264929	1.853448	2.112395	8.529975	7.062420	-3.314984	-8.516604	8.410616	-3.366966	9.420522	9.018860	2.674699	0.878297	-5.339255	-4.975996	4.668089
