
Matrice loc_A di dimensione 24 x 24:
8.044721	4.399874	6.415669	9.300841	-1.755771	-0.129983	6.500331	8.058512	9.763884	-7.346310	5.838120	7.250688	8.391883	-5.993441	6.921478	-4.067976	0.624475	-4.588580	-4.711085	1.761098	-6.678194	0.278060	2.544493	7.536828
-5.165009	-5.254892	6.235237	9.127929	2.233761	8.317319	-1.708982	0.768158	2.685127	0.739108	9.217261	-5.144942	3.509704	6.406602	-5.557962	9.003951	4.429606	6.466354	5.507503	6.786990	-0.105171	7.701863	-0.010459	9.393221
9.668627	-4.169714	3.121083	0.099834	-2.917499	4.447426	-2.792904	0.658170	-2.700274	5.960069	-9.412161	6.208458	-6.052171	-7.324252	3.219502	5.182549	8.620127	0.403242	-0.972156	-6.667426	-0.145696	-6.236393	2.938238	9.803565
5.676131	-8.323410	-5.077263	8.732378	0.880023	0.232604	5.335958	4.764440	0.999998	-2.375618	8.225489	6.469412	-9.727271	4.359683	-8.349400	-4.681173	5.086981	5.796108	7.694988	-9.144807	-8.954465	3.375792	2.022032	3.978523
9.154943	-9.301507	-9.625567	2.999566	-7.161019	0.825711	3.550325	-1.601525	5.258193	-7.554039	-9.344504	3.233862	1.902011	5.888490	-7.600343	-1.354123	-7.896593	5.838657	4.356302	1.353761	3.658774	7.334908	3.883631	5.566236
-1.251883	4.341863	9.434393	-4.763324	3.708841	6.735129	-9.192363	1.044844	3.702532	6.015331	-9.153948	-7.144042	5.417877	-8.387052	3.956759	5.522285	9.420513	6.260981	6.305817	1.457692	-2.753865	9.023264	5.387884	3.861436
9.346501	9.310580	3.812422	8.074186	4.024771	-0.430945	4.404480	1.840912	-2.782388	-4.798476	7.865103	1.635927	-7.462731	5.731184	5.964980	-0.106956	1.953667	6.351574	0.506850	4.056045	-1.579564	-5.702092	9.415700	0.790703
-0.351664	1.316300	9.885626	0.614230	1.346018	8.534897	4.759138	6.384063	-9.241350	2.775299	3.328184	6.185932	1.369570	7.335005	-0.485399	1.743226	0.777888	2.903479	3.505724	6.355260	8.161922	1.761769	-4.155788	0.248926
6.039578	-0.638219	6.961736	1.349886	4.871411	1.633520	8.251957	3.209161	2.751349	6.222392	1.301715	-0.660575	0.017710	2.678333	3.358739	-6.581819	-3.342462	4.555194	0.643039	-3.274070	1.151443	9.634540	8.439838	-1.839226
2.110534	-9.982907	5.724702	4.559820	5.707531	-6.720011	7.641395	1.725045	0.892491	-8.758209	-8.540050	-9.809753	7.587087	-1.194147	7.462449	-1.532108	7.763657	1.966610	-7.008427	-9.729824	7.574900	5.072031	-6.781925	5.640907
4.857239	-6.475861	6.218170	9.028984	1.828039	4.934602	5.188570	-9.626248	2.861104	6.620750	6.820784	8.046721	9.287584	0.389763	6.835852	-1.474383	8.502262	3.436673	6.386229	9.587500	2.336089	6.054217	-7.574649	6.917059
1.403054	9.713158	2.785986	-7.886530	0.932762	4.184326	-0.855894	2.525396	7.960147	9.072835	7.187180	-2.560040	-1.871091	1.945761	-7.269435	4.603396	-2.917195	-4.242867	7.925011	1.866411	-6.827985	1.348927	-9.753972	3.612097
9.472044	-6.590289	4.979251	0.303572	-7.378764	-9.731267	2.826397	-1.701089	-4.772922	9.699054	0.414484	-7.668282	4.465385	2.452145	-4.545597	2.242536	-3.377132	9.531127	2.519202	0.122874	9.621884	-5.791863	0.641340	6.434745
5.341488	4.727583	8.379513	7.797789	-3.862370	-5.028121	2.550673	-2.102542	5.305212	8.558416	5.714890	0.845791	2.377104	3.795303	7.010912	-1.406452	-6.578707	-6.667728	-8.018993	7.686930	5.475629	5.114709	7.819902	7.400533
7.726486	-7.190168	5.243019	4.500154	5.183255	-3.860110	7.763680	-0.428083	-0.876130	-7.151954	-0.607898	-8.933278	3.513135	0.295263	-5.402015	6.660981	2.876524	-2.131936	1.694325	5.365433	1.606751	-7.046918	4.794857	4.532584
0.362851	5.643513	6.893868	-5.848567	-8.459602	6.294330	-7.729436	9.753054	5.725656	9.947473	-8.163290	5.070069	-5.689016	2.644843	-1.122622	7.696643	-3.288910	5.149024	-4.947333	0.326354	7.410830	2.805319	-6.149903	5.428833
-7.587861	9.957114	-8.764351	9.799428	-6.070313	-0.404259	8.181384	-9.613258	0.580321	4.040911	7.944139	9.059248	7.295977	8.015415	-5.291844	8.589489	-5.994516	9.789874	7.519841	-9.438465	0.498359	7.327723	6.868850	-8.421258
0.380757	5.377706	9.255170	6.333734	9.979150	7.850557	6.908553	-7.990460	5.403798	-4.143416	6.604153	-5.180162	-7.977046	7.290210	3.329846	-6.125372	5.726054	0.464600	6.841997	7.662963	9.868637	2.345527	-3.892398	9.329387
4.898279	0.050875	-5.144139	-1.935034	-1.554027	7.967067	3.487329	9.249850	-9.043431	9.843731	6.667798	8.869715	8.868014	0.645230	0.804629	1.628939	4.004352	5.059524	-7.592211	2.588438	3.705381	-0.273913	3.402551	4.241831
-6.121033	2.245193	8.657215	-3.876368	3.298032	5.047955	5.457066	4.138509	-2.393773	2.260725	3.948394	4.261601	7.438457	0.192169	4.993226	-5.937952	8.521539	-1.396879	7.993837	0.708643	5.198615	9.259270	3.163336	7.303075
3.434586	2.348262	-9.249254	9.936018	2.832764	8.492730	2.704247	-4.184724	4.688015	3.535779	2.078348	9.290585	1.905259	-5.795193	8.587363	8.730756	-5.692541	6.034223	6.210987	-2.760032	1.266317	4.444954	-0.159478	5.921647
1.855249	-1.271168	0.581358	6.635011	3.004049	4.176074	5.824696	3.900706	5.050735	-2.979719	-2.318088	1.078172	8.845937	-5.930135	8.139326	9.890934	-6.090492	-5.723810	-6.094149	5.402944	7.078955	-5.956639	4.467312	-3.634235
2.185197	6.836657	7.104998	2.474009	5.220271	0.499263	5.482380	1.014634	4.938903	2.466903	1.092435	-4.220757	2.663109	5.208027	7.161743	1.309787	-4.051289	7.506210	3.982278	3.638787	0.926234	1.728993	-6.391882	-1.070662
4.582899	-2.976078	3.222384	-2.120405	5.966519	6.684448	-9.674059	-0.871059	-3.278428	-1.473390	-7.684628	9.369045	5.201171	6.091771	2.509527	8.581748	-8.907376	8.923881	5.265910	-4.061320	2.444856	3.059355	6.970512	0.218185

Matrice loc_B di dimensione 24 x 24:
6.736024	-7.440789	9.686880	0.338095	-5.928712	5.688073	4.272817	6.855565	-7.524847	-8.597891	-2.440838	0.174567	1.666355	3.486165	3.450101	6.794653	0.012239	2.973001	1.485033	3.538208	7.822116	9.283206	9.026395	-1.731774
-3.710672	9.179021	-4.454519	-7.482703	-5.909814	1.430623	-9.568482	1.034676	1.454064	4.603112	1.504385	-1.690037	3.191178	7.531307	2.317316	6.629060	9.567015	4.475408	-7.991945	-8.508303	8.051474	-4.892790	-3.703980	-0.516218
6.419953	6.338920	-7.645510	9.413421	8.708210	-6.138438	0.344649	-9.496222	7.377547	2.016849	-2.046529	4.775686	-7.395884	1.315445	7.297759	7.601127	1.926259	-1.290535	7.603935	8.805052	6.550661	8.550505	-6.675642	7.296071
-2.775919	-7.516729	-1.677360	-5.020166	2.325111	-4.688085	7.041344	-3.764534	-8.431323	0.748118	7.875905	9.853181	7.542402	8.987770	7.970732	-6.064420	-7.035252	-1.246655	0.812049	-3.999230	5.269818	6.891610	-3.559011	-5.610990
3.051645	4.873158	-9.036113	3.159696	-8.916619	1.632815	8.666767	-7.603735	-3.454332	7.049781	-4.070633	-7.350415	9.975008	-4.241926	9.466829	3.435921	-1.317545	8.289953	3.783869	7.619349	-1.588503	3.408186	2.355295	-9.669128
