
Matrice loc_A di dimensione 18 x 18:
2.510138	-3.129137	-8.184088	3.787793	4.519823	6.291922	-4.923085	-5.214155	8.841411	8.779687	6.582676	4.325538	-6.671140	4.895934	7.530758	-2.157774	-2.671593	2.724067
8.543059	1.457106	-6.023734	2.826573	2.906945	-1.001716	-7.397286	-8.481045	1.719636	5.481772	7.108957	5.913134	6.706819	4.914382	0.376022	8.455611	-4.508576	2.641836
6.925312	7.871874	7.011073	5.370519	-5.558760	9.161696	3.644646	1.029499	2.048429	-2.671092	4.655631	-0.850471	9.423186	5.660052	-0.759353	6.077859	-3.461422	5.831758
-1.777613	7.463430	0.261756	1.111342	9.034113	-8.974271	6.875340	0.900674	-6.738948	2.852932	-9.588013	2.965791	7.807962	-9.820308	3.929010	6.783245	9.689681	-4.965204
-3.732126	-7.458285	7.794121	6.725818	7.630740	6.969301	-2.517584	-3.265010	-3.179226	1.477212	8.392142	3.632019	3.320550	6.427998	3.595604	7.124941	6.624729	6.507246
-5.669286	6.955538	0.558348	8.804614	3.201169	8.715809	7.025734	7.560906	6.633237	-6.769305	9.300211	2.100535	-1.022901	0.372302	-6.899628	4.849410	-5.019973	0.118508
6.546997	-7.100953	8.745988	8.546342	3.780891	5.570823	-5.653288	-8.876367	2.252337	-7.007144	3.717407	2.835590	0.074071	-2.083064	7.779419	-4.245976	6.851715	-2.228231
1.751817	2.372252	4.904586	3.904567	-9.508476	1.434784	6.142551	-7.876616	-6.884746	-2.609319	2.021658	-2.247055	5.212336	0.571749	-1.873150	2.506261	5.311367	-4.514628
-6.319910	-7.815590	1.734221	1.122101	6.786860	4.453739	6.695035	8.467114	-5.775295	-7.508290	-5.913548	-2.636345	8.783991	-2.855467	1.523708	2.923743	7.735037	0.555567
-6.758784	6.235412	3.689183	-0.810765	1.832983	1.847641	4.072177	6.710947	-0.875428	-5.655009	5.252715	1.264602	-1.350321	-8.456511	-5.619141	9.558400	1.192041	-3.231488
4.555456	5.808369	4.582113	-2.669961	8.136001	0.732278	7.655192	-6.317803	5.063183	3.780882	-3.481098	-5.635410	9.772648	7.860821	8.320260	6.701113	6.930025	2.926618
1.127695	-5.883247	-8.983903	-9.320620	7.771570	-6.670187	-5.041207	6.161744	1.361778	-1.268201	-2.502555	8.458458	-8.418446	0.474236	3.669679	7.522386	0.495430	-4.118841
3.490093	-2.659546	9.629233	6.896121	8.656916	7.107490	-2.243668	1.079455	3.870810	-4.676508	2.254658	-9.712087	3.192160	2.005955	-7.997278	-3.233487	6.215864	9.182410
0.319919	-1.217404	-2.021634	-6.502563	-6.454199	-1.940403	-0.313900	0.997124	9.927000	8.746283	-5.799604	-1.015724	-6.222846	5.029665	0.019714	-0.200183	3.848792	4.529009
9.343224	9.698438	-1.022430	8.745464	-4.177738	8.149555	9.108740	6.207595	-7.390810	7.334245	-2.684539	9.893830	-5.638744	7.938316	3.233219	4.320374	-3.817328	-5.821934
3.157533	4.589090	6.579375	-2.904794	0.681106	7.609646	-7.127201	-6.566941	9.711082	1.776311	8.007580	1.262447	9.323263	2.444745	7.693547	-8.106623	-6.405875	-1.111684
7.459194	8.988486	0.057487	8.682932	-2.291565	8.712083	3.031007	-8.513283	1.097533	-2.037120	4.671995	4.058360	0.613278	7.719611	-6.899455	0.305432	6.345961	-4.605149
2.748327	-7.173464	-0.853823	6.973968	3.615474	0.327288	3.770525	4.552178	-7.364452	1.557115	-0.325623	0.072659	8.987392	-4.532554	0.685724	8.636344	2.431941	2.784758

Matrice loc_B di dimensione 18 x 18:
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1

Risultato locale:
Matrice loc_C di dimensione 18 x 18:
2.510138	-3.129137	-8.184088	3.787793	4.519823	6.291922	-4.923085	-5.214155	8.841411	8.779687	6.582676	4.325538	-6.671140	4.895934	7.530758	-2.157774	-2.671593	2.724067
