
Matrice A di dimensione 18 x 18:
6.029835	7.974976	-5.908053	4.046172	6.234265	7.328887	2.613717	6.952316	7.824178	7.734823	6.101601	2.839886	3.493642	6.072772	6.693654	-4.192175	-2.291885	6.735197	
0.134621	2.045167	1.424441	7.519102	0.240509	6.385093	-8.632932	9.206910	-5.325895	-8.611380	3.811007	-1.042837	1.948505	-9.394630	-6.966699	2.348688	-6.915072	7.727079	
-3.321853	1.554586	-3.515747	3.507400	-9.556296	8.357250	5.321921	5.820063	6.003587	2.002358	1.253828	6.817312	1.654972	-6.886277	-5.566392	-6.846276	-4.637853	-7.593078	
4.563620	9.818289	1.912725	-3.408386	2.157506	7.600291	-9.669942	0.933033	-3.322940	7.639610	5.569783	4.842107	-2.515159	5.048626	0.068304	5.355991	-8.771830	0.849140	
4.013277	2.346260	7.329744	-1.039185	0.067350	-0.942763	2.228986	6.425159	-7.005114	-7.593077	6.937981	-2.798394	6.703257	4.490341	9.153735	4.241012	1.891588	6.788027	
4.690616	0.893445	3.234094	4.600448	-6.291428	-1.066900	-4.645335	9.070052	-2.826816	7.423677	3.617773	6.929240	4.820975	1.863541	-2.219698	7.101752	6.055484	6.859863	
-4.589685	4.469098	-7.631161	8.391831	-3.153274	4.654762	4.801001	7.590104	3.027674	-8.709235	9.830576	2.529697	-2.060461	-2.268821	4.598755	9.987041	0.297249	8.525203	
2.762106	4.818366	1.671335	-9.848729	-7.672992	-5.721165	2.386276	8.951240	6.940181	-3.105541	3.697453	0.900281	7.424659	2.123227	9.174602	-5.855438	8.128167	9.333747	
-9.931541	-8.153173	-3.702386	1.526671	3.208452	1.681717	8.939332	9.024821	3.395216	-5.198749	1.015065	8.266016	-3.440518	6.253132	0.653326	5.256839	8.353047	2.830225	
3.190155	5.246810	4.643515	7.718478	-7.898165	4.469905	9.000982	-2.460044	6.960627	-3.517793	-5.326107	9.355676	8.743416	4.800022	7.376969	5.811720	-7.875733	7.337325	
1.582314	8.730900	3.610472	8.733549	-0.808747	8.448299	1.489750	4.177297	0.320627	8.541207	4.391491	-5.400500	-2.312440	6.647259	3.985910	0.365812	0.817728	8.445511	
0.844030	9.657765	9.045586	-8.878895	0.675138	5.126513	9.349442	8.170993	-8.148921	5.174200	-0.964253	-3.681679	-2.360306	-4.557587	8.475858	-1.791937	3.720356	-4.057315	
-9.214691	1.122801	4.621019	5.928756	4.926109	-4.210947	-0.645954	8.693237	-0.931720	2.392314	-8.999074	1.242380	-4.100873	9.046604	1.509551	7.620085	-7.771900	0.264278	
-9.416368	-7.974362	7.098882	-0.708753	6.472570	-8.007782	8.165058	0.899631	9.178544	8.625843	-1.385551	-2.765873	3.155142	-3.217647	6.561675	7.138743	5.566644	6.715228	
3.665523	4.448178	-2.994503	0.584720	-0.970837	3.845473	-7.491125	-3.919091	2.041224	4.841075	7.070352	5.254643	2.031790	-4.471474	-3.843829	3.871606	7.621748	3.458326	
7.059608	-6.199666	6.625185	8.840157	9.077760	0.658705	3.403764	-8.620132	3.511701	8.869454	2.802494	-1.533631	-7.588488	7.509143	0.981379	6.943467	1.942213	3.049371	
9.385880	0.189116	4.585474	-8.919844	7.705096	7.477502	1.508258	1.554802	-1.643237	5.009136	-9.977312	4.004298	1.485461	4.997465	0.706897	-6.953322	3.301943	7.201780	
4.595680	7.082791	2.687509	-9.739800	4.911085	-8.293973	8.869806	2.639813	0.126042	3.989915	0.802873	3.102106	1.749644	4.685958	-1.454945	1.908208	5.688263	2.333394	

Matrice B di dimensione 18 x 18:
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

Risultato:
Matrice C di dimensione 18 x 18:
6.029835	7.974976	-5.908053	4.046172	6.234265	7.328887	2.613717	6.952316	7.824178	7.734823	6.101601	2.839886	3.493642	6.072772	6.693654	-4.192175	-2.291885	6.735197	
0.134621	2.045167	1.424441	7.519102	0.240509	6.385093	-8.632932	9.206910	-5.325895	-8.611380	3.811007	-1.042837	1.948505	-9.394630	-6.966699	2.348688	-6.915072	7.727079	
-3.321853	1.554586	-3.515747	3.507400	-9.556296	8.357250	5.321921	5.820063	6.003587	2.002358	1.253828	6.817312	1.654972	-6.886277	-5.566392	-6.846276	-4.637853	-7.593078	
4.563620	9.818289	1.912725	-3.408386	2.157506	7.600291	-9.669942	0.933033	-3.322940	7.639610	5.569783	4.842107	-2.515159	5.048626	0.068304	5.355991	-8.771830	0.849140	
4.013277	2.346260	7.329744	-1.039185	0.067350	-0.942763	2.228986	6.425159	-7.005114	-7.593077	6.937981	-2.798394	6.703257	4.490341	9.153735	4.241012	1.891588	6.788027	
4.690616	0.893445	3.234094	4.600448	-6.291428	-1.066900	-4.645335	9.070052	-2.826816	7.423677	3.617773	6.929240	4.820975	1.863541	-2.219698	7.101752	6.055484	6.859863	
-4.589685	4.469098	-7.631161	8.391831	-3.153274	4.654762	4.801001	7.590104	3.027674	-8.709235	9.830576	2.529697	-2.060461	-2.268821	4.598755	9.987041	0.297249	8.525203	
2.762106	4.818366	1.671335	-9.848729	-7.672992	-5.721165	2.386276	8.951240	6.940181	-3.105541	3.697453	0.900281	7.424659	2.123227	9.174602	-5.855438	8.128167	9.333747	
-9.931541	-8.153173	-3.702386	1.526671	3.208452	1.681717	8.939332	9.024821	3.395216	-5.198749	1.015065	8.266016	-3.440518	6.253132	0.653326	5.256839	8.353047	2.830225	
3.190155	5.246810	4.643515	7.718478	-7.898165	4.469905	9.000982	-2.460044	6.960627	-3.517793	-5.326107	9.355676	8.743416	4.800022	7.376969	5.811720	-7.875733	7.337325	
1.582314	8.730900	3.610472	8.733549	-0.808747	8.448299	1.489750	4.177297	0.320627	8.541207	4.391491	-5.400500	-2.312440	6.647259	3.985910	0.365812	0.817728	8.445511	
0.844030	9.657765	9.045586	-8.878895	0.675138	5.126513	9.349442	8.170993	-8.148921	5.174200	-0.964253	-3.681679	-2.360306	-4.557587	8.475858	-1.791937	3.720356	-4.057315	
-9.214691	1.122801	4.621019	5.928756	4.926109	-4.210947	-0.645954	8.693237	-0.931720	2.392314	-8.999074	1.242380	-4.100873	9.046604	1.509551	7.620085	-7.771900	0.264278	
-9.416368	-7.974362	7.098882	-0.708753	6.472570	-8.007782	8.165058	0.899631	9.178544	8.625843	-1.385551	-2.765873	3.155142	-3.217647	6.561675	7.138743	5.566644	6.715228	
3.665523	4.448178	-2.994503	0.584720	-0.970837	3.845473	-7.491125	-3.919091	2.041224	4.841075	7.070352	5.254643	2.031790	-4.471474	-3.843829	3.871606	7.621748	3.458326	
7.059608	-6.199666	6.625185	8.840157	9.077760	0.658705	3.403764	-8.620132	3.511701	8.869454	2.802494	-1.533631	-7.588488	7.509143	0.981379	6.943467	1.942213	3.049371	
9.385880	0.189116	4.585474	-8.919844	7.705096	7.477502	1.508258	1.554802	-1.643237	5.009136	-9.977312	4.004298	1.485461	4.997465	0.706897	-6.953322	3.301943	7.201780	
4.595680	7.082791	2.687509	-9.739800	4.911085	-8.293973	8.869806	2.639813	0.126042	3.989915	0.802873	3.102106	1.749644	4.685958	-1.454945	1.908208	5.688263	2.333394	
