
Matrice loc_A di dimensione 54 x 54:
2.164762	7.508502	3.386147	3.915857	-8.317365	1.987959	2.505743	3.619240	6.019501	9.225700	-3.518851	-8.298132	5.109447	5.642655	5.208744	2.686111	7.669972	1.141005	7.490626	0.316357	-8.854621	7.457249	3.576788	6.590257	8.020752	7.207238	6.197669	6.553833	-5.556581	4.439857	-1.154575	1.537546	1.521551	-6.821650	-5.981605	-3.560311	-9.153436	-6.712900	8.533943	4.701198	-0.856885	-6.606717	-7.012986	9.101320	6.587995	-9.636709	6.572644	-5.042341	0.104913	-2.244719	9.902052	-2.363270	0.006169	6.414164
3.071013	-6.009174	5.607903	-4.152512	2.685463	-0.080302	0.589628	-1.990213	0.471739	7.778578	-0.301780	9.611650	-4.754684	6.727715	7.066958	-6.060724	3.659302	5.314512	-7.488617	-9.736510	9.322885	3.966558	8.510764	6.133035	5.256903	1.257335	2.622943	-9.502927	0.300910	-5.753701	0.864748	0.720686	3.124430	5.816849	-1.940062	9.565556	-7.737666	-3.472055	9.904322	2.751621	2.210147	-5.915326	9.049791	6.306274	-4.103401	5.533046	9.372741	3.065572	-8.146039	8.615397	4.247030	5.538532	-9.094260	7.691104
5.797711	-2.146134	-7.539222	1.540671	3.696610	-3.745136	5.603410	4.645675	-6.331201	7.643071	6.664431	7.918772	6.501402	-0.634078	-7.121871	6.863249	8.071283	7.573519	-6.559519	8.355894	-6.991725	7.999148	-4.315263	-7.776197	3.557217	8.980618	8.515540	-9.548602	2.961680	5.427922	0.058930	1.508641	7.998498	-3.615415	1.351312	-9.608600	-4.973400	0.836809	5.141870	8.086064	6.593962	9.257352	5.960753	0.953887	-5.293801	-3.554110	-1.774565	7.039021	1.888455	-6.706860	0.116250	3.157230	7.325213	-2.153572
5.058259	-3.729349	4.275239	8.296402	7.840054	-7.814948	8.637140	-7.012183	0.047133	9.044273	2.182024	0.805455	-5.534998	8.545796	3.752494	7.603950	-1.268412	-7.500976	5.956766	3.221694	6.832717	-4.471446	-1.799709	8.822489	-6.097529	-5.998586	4.768952	6.749162	-7.715410	-0.455724	-3.080461	3.510291	8.604387	9.133515	8.663191	6.526098	1.744010	6.851954	-7.727220	7.527299	0.293362	8.514960	-2.122767	-1.740242	-0.904855	5.131362	0.757203	8.681927	-1.472302	-6.242501	0.800168	5.039884	5.071365	-0.361129
-9.886992	9.776907	2.833397	2.739103	-6.325430	-1.910404	-7.127272	4.766708	7.337020	1.285621	2.123582	-8.424192	1.292821	-1.209556	2.462756	0.227800	3.298998	2.546741	-8.647074	-7.210643	-8.948776	-9.287565	6.447679	-3.052752	5.176566	5.299966	-5.798681	-1.834000	-5.014206	6.370613	0.241219	-7.893995	2.774243	4.334364	-4.414847	9.394718	4.871611	1.837274	0.163208	-1.300414	9.650141	1.432435	3.036079	8.140079	-2.022427	8.957727	-7.636890	-4.819915	1.309745	-4.982421	9.704783	3.788756	1.980638	-5.300028
-3.373612	4.859219	5.435997	-1.482655	8.364355	5.717530	-9.735920	0.018123	4.110240	3.623921	-3.495892	2.087387	2.545962	1.477325	7.576197	-8.032939	9.370057	-5.795908	8.052969	9.120359	0.946783	5.583897	6.777909	6.940343	2.958711	0.851639	-9.990214	-3.561370	0.714862	-0.221375	4.507643	6.478186	-5.947712	3.596479	8.844550	0.931450	8.201144	5.680252	-6.047461	-3.688379	0.719924	-8.130448	-9.884281	9.676306	-2.016777	7.247451	4.754585	-3.104473	8.369275	-1.697224	4.709775	-7.367215	1.894589	4.173443
7.368316	6.820824	3.535196	-1.125668	-7.574764	-1.311195	9.951930	6.332455	-8.656938	4.684835	1.121804	-8.481857	6.849720	-4.090554	1.403124	9.906274	9.963029	3.906688	9.706395	-6.671895	-1.275577	-7.596033	-2.800965	-7.115583	0.996185	9.243866	5.546098	2.216724	-0.667602	0.600484	-9.734021	8.983409	9.555309	8.919153	-4.810898	-8.087146	8.738552	8.696012	4.326079	1.355154	-6.163400	6.802987	-3.070577	5.724275	4.312539	9.328245	1.631190	-4.682958	-0.221153	-2.687395	0.462767	0.360145	4.711515	3.813847
0.655113	9.434921	5.318517	-2.979994	-5.206267	-6.103237	5.659958	-6.329944	4.716174	5.432472	5.569846	-2.799359	6.637953	-9.164099	-9.769677	1.063156	7.411025	-6.778437	4.025727	-0.154620	-3.673372	3.075924	1.571711	0.120995	-2.100394	0.400954	6.821540	7.672966	1.254039	-2.837879	5.538153	-6.222899	9.577709	-8.053756	-7.594064	7.850451	7.542731	1.517090	-6.872773	4.798064	7.431334	0.821403	2.445886	1.099145	-8.349924	4.326140	-3.161392	1.557408	-4.074569	-4.606562	8.170553	3.838071	1.475687	1.831615
6.648428	-6.174897	4.566872	-0.137414	-5.966803	9.401913	-7.558909	3.851002	0.358853	-7.963578	-9.435001	8.049202	4.730329	2.493787	2.277679	4.195698	3.291707	7.105735	-4.874139	-4.772498	5.970316	6.661145	3.058776	-9.088089	3.698826	-4.587804	-4.902208	-5.694706	-6.386820	8.609498	1.766802	-1.074583	7.591773	-9.772957	-6.224805	6.978598	3.945634	9.936630	-4.403017	-1.215639	2.352482	7.392610	6.882516	-2.747930	-0.876884	6.452741	3.669144	5.416500	3.772668	0.998107	5.425835	2.060009	9.312570	0.420812
1.419413	5.634869	2.606539	0.215252	-3.595353	9.076324	7.237746	-8.619742	-9.474783	-6.926228	4.240347	-5.832230	-2.864868	9.374224	4.171321	2.226937	0.665924	-0.197142	-0.023213	-3.496117	7.904977	-9.192846	8.744297	7.282073	-7.648730	-5.175040	-6.628000	9.085326	5.924032	-8.367879	8.721730	-4.507662	2.061912	7.352760	-0.703239	9.078640	0.468118	9.935519	7.076355	7.643565	9.365436	3.837416	9.597997	-8.664044	0.549975	-3.000998	2.442405	5.878559	4.715938	-6.660136	3.160056	4.613840	-7.272171	1.824331
