
--- MATRICI GLOBALI ---

Matrice A di dimensione 72 x 72:
5.600838	3.708177	1.545065	9.855974	8.364688	-4.335643	2.263361	4.805838	7.189300	1.720830	3.194549	1.779805	4.528625	2.004067	1.544389	2.411504	-4.729220	1.379675	8.334571	8.255450	-0.201252	3.092434	0.013009	2.315658	-8.173046	2.122648	4.118079	3.263786	-2.032244	4.115370	1.823041	1.649754	-6.292812	-7.369878	-3.110994	2.852144	-4.865012	-4.905392	0.507081	5.130588	4.388940	6.862877	4.461377	8.719257	0.108125	7.511243	7.698006	4.206516	1.356155	8.704890	6.734675	9.192194	2.234965	8.147839	9.707663	1.025304	-2.005817	-4.639271	6.969449	-3.807577	3.838409	0.479328	8.220846	0.158970	9.551919	-9.235445	7.178947	7.656398	3.171134	5.369877	2.588052	-9.340826
2.222399	-5.967789	-3.233366	5.961553	-7.511758	9.507478	-9.073854	2.136898	-6.276917	-8.640418	-8.524564	3.498556	-5.231130	-5.962852	8.657777	0.956797	4.515652	3.199114	-2.757849	2.911557	3.310473	6.757420	1.310045	-8.576699	3.869691	-0.649236	1.353246	-6.187447	9.502436	-3.849834	-2.794273	0.868081	7.091040	-4.534152	9.989980	-9.999336	-3.546303	3.578634	1.701803	-3.168996	1.127799	4.191322	-8.511523	-3.785697	4.068214	3.487848	1.316741	8.168766	-7.696525	5.761302	-5.443306	4.761790	1.235217	-2.581617	4.765530	4.770715	9.067874	4.647486	-5.479734	2.034339	4.106870	9.371925	4.438886	5.619692	3.382081	3.780041	-4.190255	8.077567	-0.158827	-9.568951	9.605858	6.300522
8.126436	9.594949	3.594683	5.497432	6.858025	9.885291	-1.188426	2.098693	6.956433	0.067189	-5.884496	-5.729832	5.667582	9.151941	1.549114	9.134581	3.044355	4.404536	-7.138164	9.556631	-1.669966	5.744366	1.582402	-6.105777	-0.812615	-0.083997	-5.113494	-2.549155	1.338256	-4.159855	9.111941	1.267630	6.472797	-7.765319	1.817198	7.231161	1.076065	6.441485	3.298520	-7.118515	5.463895	-6.214027	-9.270228	3.360979	-4.205689	8.978104	1.177114	-3.002420	0.883408	5.678809	-2.425539	3.734187	8.330098	4.992599	6.283912	3.965963	0.551533	7.163545	-3.271683	0.772690	-2.646161	0.730991	7.324789	3.178612	-0.660383	4.681609	-1.489636	-4.362131	0.062780	1.951469	8.693874	5.512473
0.255733	-5.848004	6.340416	9.395849	6.097199	9.753970	6.093579	-1.950270	-2.297046	-1.022202	8.465946	7.749014	9.704299	4.056195	1.254327	-8.815821	2.961117	-0.629923	5.704156	-9.409713	4.656033	2.079636	-1.522026	2.869143	0.414426	2.234379	0.570138	6.703467	8.050013	1.028208	-4.592898	-3.547104	-6.697930	1.365334	5.457079	9.432687	-9.206342	1.690973	7.647215	7.528954	0.864279	1.016579	1.582425	2.781585	1.828925	-5.948138	5.284700	8.832910	7.300119	2.057700	5.965064	-9.478927	9.080368	9.074680	3.713445	-0.274003	-9.473907	-8.543238	-3.986895	8.434374	-9.366956	0.287283	1.310067	9.803323	5.391375	6.010067	-0.085915	9.337843	-4.370871	-5.136699	9.670040	8.473381
-6.035068	5.301019	2.566438	2.004037	-4.419466	4.077696	6.322667	-6.002361	1.230108	7.207949	7.114195	-6.024791	-3.864838	5.821346	-2.113556	-5.610192	-7.934155	2.259603	4.088479	6.028951	-4.979892	4.858213	-4.577569	-2.440491	3.114276	3.257295	3.749002	-6.011829	7.178278	2.804783	-5.155826	9.933200	6.365789	3.653509	7.980455	8.252691	3.353796	5.938009	4.570066	6.441923	-5.466904	-0.543647	3.521685	3.757895	1.028855	9.412808	-8.775433	0.666354	0.366859	4.868230	-6.907589	7.418021	7.020029	-5.173619	9.387147	9.562416	6.893044	-1.370415	2.009162	-7.618380	4.690532	-8.442298	9.036381	6.769734	9.952981	-4.890732	3.929240	2.362313	6.783163	9.859602	5.474769	3.726391
6.418864	-5.675979	4.797181	7.524563	8.531824	-9.844891	0.133932	-9.993448	9.434264	-2.501194	4.423746	-3.116414	9.453721	-1.487373	-8.975184	4.355186	-7.793448	6.521138	8.546548	-5.883946	2.146670	1.260809	7.553695	4.464114	5.532193	-8.849648	6.235351	6.644515	6.775217	6.030977	9.989782	0.631333	7.153850	-8.880211	2.653985	3.963086	-4.944382	3.170025	4.706292	9.291571	2.214362	6.277976	0.510496	7.548115	0.549374	1.072922	0.074082	-4.166780	8.523832	5.360898	-9.887993	-0.575026	-2.172508	2.957261	-2.226023	8.681522	-5.208718	4.214517	8.454419	5.492756	5.893369	0.487452	6.972656	2.216050	4.536652	0.319809	9.018738	8.204022	3.203918	8.466613	9.698202	5.787865
3.953874	7.685344	5.752655	6.301703	0.295333	0.552947	3.052969	-0.198348	-6.442200	5.432349	-0.849662	3.760779	6.526792	1.650881	3.905936	2.036494	7.287016	2.453048	6.665754	-2.596329	5.616779	8.269439	0.098260	0.665680	7.878676	5.117476	1.197190	6.971966	7.233670	-6.700001	5.763352	2.900432	1.465806	3.010691	-3.819150	2.548499	-3.423045	3.311534	3.070793	1.977121	1.058954	-9.309607	0.253575	-8.968325	7.913071	-4.562251	9.928393	4.104170	5.165618	5.625347	7.473816	-1.745778	1.005268	9.451304	9.157954	-9.812370	1.941682	-3.911774	7.406599	6.946238	-2.704700	7.051209	-6.664532	-8.983160	5.888400	-8.342503	-9.577013	3.355860	6.189803	9.440037	5.864845	8.280830
-2.627087	5.855920	3.978519	-7.838162	6.886593	8.760742	4.846874	8.222439	5.764307	3.329323	3.156098	5.712157	-3.513464	9.242014	3.118222	-4.755441	4.637388	0.038006	3.485306	-4.737886	-0.720043	3.789599	8.084320	-7.446415	2.022254	-4.151633	6.632044	-4.128008	2.575350	-3.167785	9.297754	3.683595	-5.911635	9.487433	9.905922	4.387116	-6.385530	6.806466	2.755635	-6.129895	8.450382	1.546243	-5.392978	-5.182559	1.358453	-0.858709	9.811799	9.500469	7.264713	7.972032	9.090033	-2.340438	-0.700319	4.265659	-7.333408	-3.048483	8.962420	-5.967043	-9.481733	-6.906860	-3.046668	0.228823	9.286014	7.393177	0.730173	5.831723	6.821220	-4.486252	3.915808	1.612921	6.696114	8.984509
2.930791	3.650089	6.515077	7.234330	-4.345257	-7.374400	4.634347	3.037194	2.626476	5.175689	9.191461	-9.411828	6.250120	6.100059	3.204602	6.652717	4.242275	5.159704	2.965945	-5.765236	6.545215	5.115853	6.233069	8.549529	-8.356159	9.669767	-6.831269	5.661165	-8.918868	2.356512	8.145548	0.807970	2.076937	-1.344407	-4.703676	0.330398	-7.554427	6.240945	8.119726	-1.776196	-3.867339	-6.982483	-4.178612	1.244906	5.284451	-9.145168	2.720568	8.245290	1.205960	1.348301	9.200947	0.024906	3.850938	5.672543	-5.590030	9.654569	-0.376923	8.550031	8.358346	9.822072	-0.351621	-0.759105	7.085847	7.900586	-3.148951	0.790300	-7.079730	0.318127	5.796038	7.688486	-9.766902	3.764240
4.374783	1.662231	9.382611	8.783968	3.194541	-5.295192	-9.023343	-5.508480	-6.826187	-5.440440	9.682309	3.531873	7.977340	-9.975383	3.667037	7.303085	4.098091	-2.963333	4.271297	-9.031126	7.007925	4.569791	0.650757	-5.271684	-8.386228	6.689253	-2.117041	9.414134	8.234402	5.702515	-2.991541	-7.598229	6.584937	-0.303323	2.330346	-4.544713	5.332303	6.721112	-2.153670	2.744418	4.684203	9.823012	7.742225	5.721315	4.751902	-7.956251	7.318352	6.884713	-6.086255	1.467170	-7.214358	1.914381	0.610862	2.572040	5.849384	-8.630433	-3.431026	4.584458	-0.315120	-7.657476	0.087776	7.779736	3.575347	6.457673	-5.035032	3.651275	3.538597	5.795067	-2.592748	-0.606589	-1.968213	-2.444210
