
Matrice A di dimensione 72 x 72:
-1.911804	6.466879	2.836666	-4.995552	-2.300657	-5.126114	0.432778	-1.496146	7.305014	-9.413702	4.512104	5.515244	5.592691	0.893562	-0.573707	-2.845829	5.921554	-6.806780	-3.679767	5.718927	9.754583	6.704267	0.683322	5.580435	-3.547370	5.655901	3.710690	2.352510	5.313823	-0.278367	-3.603103	0.281118	5.880553	5.557776	-6.231120	2.734945	3.564477	2.534597	8.354944	0.826721	4.701802	-2.641335	-4.670232	-5.458276	-4.130684	5.114325	3.941282	9.877468	-7.849890	8.563498	-1.796982	-6.504111	0.055429	8.291693	3.584973	-2.296098	7.051963	1.656129	9.595535	1.530070	-3.737351	6.384901	6.735549	1.732031	-7.287687	-0.248397	1.512948	-1.049567	1.470942	5.852427	-0.136639	4.658433	
-5.250791	4.488798	-2.388310	9.848039	1.080413	7.625188	-3.605711	-7.538143	6.205225	0.011317	-1.333155	0.092033	4.768354	2.234832	-7.015534	-6.346007	1.709688	-1.874372	8.572333	4.038395	6.420976	-6.293471	-8.380756	-3.236029	8.897437	7.693143	9.866533	1.882684	7.815817	-4.204806	5.036376	2.555682	8.841819	2.129187	-2.715874	-7.942767	-0.059181	1.984609	6.741464	-7.520361	-0.605610	8.239895	-8.182339	8.899037	-3.732952	-3.083653	7.245015	9.512214	-2.457787	1.967845	1.960957	6.050549	2.247510	-1.482072	5.504989	-4.003025	-6.038469	1.610395	9.369324	4.340425	6.373131	-7.404695	5.450265	0.364361	6.555304	1.796582	2.306079	9.097791	2.450042	-8.135773	0.012006	-7.163494	
5.996209	8.655348	3.044986	1.881101	0.951236	-2.932428	7.219712	9.794380	0.437845	6.829998	-1.076172	4.332689	4.485661	9.293016	-9.551663	-3.303139	-0.410393	7.122445	6.173483	-8.410523	3.576570	0.172933	-8.543297	-9.880524	-8.540628	-3.180877	4.550665	7.594193	3.224093	0.500138	0.984167	-7.553834	4.930967	-4.119779	-6.462875	1.511828	1.956477	8.869492	6.968045	-3.961108	1.535614	4.625515	4.007631	0.746765	-6.384489	8.932658	-9.695451	6.575160	5.760046	-2.297662	-8.274476	-4.201020	6.792074	7.092560	-8.356967	8.207725	4.230597	-1.049735	6.479106	3.160768	1.617160	-1.001978	4.742978	3.908539	-3.750439	6.686602	-3.389229	8.970844	9.393367	9.398541	7.524714	-2.324140	
1.470796	-3.633507	-8.299791	9.824476	-4.429882	0.326905	-1.526342	1.040567	-3.855282	7.556994	0.138078	1.454829	5.796875	-4.146976	-8.852226	1.246414	7.694729	4.634789	0.068420	1.320179	6.651114	2.248524	-0.540948	-2.061838	-9.833475	1.843756	4.315487	1.048472	1.174747	4.431050	7.582188	8.928773	8.989512	1.186001	-0.928246	-2.293325	8.003265	9.807142	-4.747637	3.391506	-6.683999	1.606927	-3.957288	-1.595983	-0.580222	-0.191524	5.846740	-3.258718	-8.434081	2.819199	8.110138	5.190142	-4.990048	3.590319	0.815773	2.371851	4.600531	2.676934	7.476229	9.772539	-3.080129	-0.949429	9.578485	7.853866	6.212182	1.488838	-4.468952	4.935656	1.682804	4.101167	0.971868	9.621048	
8.306156	0.061005	0.810633	2.063453	6.081008	-9.208125	3.305447	1.952000	5.420369	0.663668	2.280906	7.870516	-6.121544	-0.286392	2.410467	-9.866386	-4.446313	8.864917	4.153733	-3.263157	5.161247	-3.940527	9.430249	3.814774	2.689561	6.612092	-5.856824	4.661510	-3.927304	1.603753	0.198626	4.564109	7.286486	-0.412011	2.493347	-0.188378	1.977552	-1.692555	-6.943389	6.024521	9.682108	-0.308037	8.563206	-2.047150	7.353281	3.498858	7.329883	6.946073	9.279504	-2.919138	6.603645	3.821373	-8.819869	9.699097	1.620086	-2.762588	7.219663	2.437107	-1.630205	2.176178	-3.383071	7.401447	2.058287	6.217387	-8.135668	-4.516937	2.292908	1.370579	3.144761	1.023996	5.599807	9.616595	
8.240501	6.785551	-2.662686	0.943347	-8.615196	-6.341563	7.867624	-2.463184	-5.847304	-3.579579	5.623253	6.757510	-8.923117	6.100825	8.847163	5.673037	-8.978309	8.847279	1.057675	8.123293	-1.553947	6.026209	5.405597	-7.406664	-7.687668	-7.256840	-0.480420	3.810209	3.893899	-8.166442	-8.342490	-5.610576	9.697821	-6.786927	5.568576	2.249810	4.557459	8.707376	8.437324	8.494517	-0.522518	3.779114	2.283847	0.965085	-2.821508	1.944531	2.950048	6.218407	7.016023	0.949680	6.043697	-2.084338	8.074765	-3.412504	-7.347139	4.869850	9.841007	7.533694	7.789318	9.550394	6.610221	5.551605	2.761348	7.223041	9.281020	5.911314	6.903679	4.163918	-8.934463	1.098732	-3.942277	3.626685	
3.730923	-8.088398	-5.848645	9.746153	-5.634973	4.963159	-1.310769	0.515829	-4.674027	5.614639	4.209576	-2.315412	2.328453	-7.032459	0.286632	-3.324117	9.591662	-5.266347	-7.652889	-9.086741	2.903679	8.492891	-7.410202	4.832542	8.643282	-7.441269	1.210419	-0.169203	-3.765101	5.186053	2.017408	-9.072183	5.696653	2.053423	7.397781	7.893927	-8.672068	-5.603163	-0.449083	4.645319	-2.972055	-5.120382	-9.046214	1.602131	-2.647023	0.683692	-3.072060	-9.585483	-4.785367	5.547703	5.472092	-4.299551	2.887952	9.980090	8.855783	2.486257	3.226284	3.178846	9.819432	-6.685880	3.259533	6.318638	3.977562	1.434584	-0.683334	3.337848	-6.181819	8.538562	5.347628	1.171892	6.015939	3.130905	
4.520727	7.189855	8.535160	2.113505	1.836686	7.904417	-9.828623	9.309211	-1.517017	8.625223	0.685150	1.964618	5.703030	-2.204368	1.292904	6.028936	-7.485872	4.379919	8.447187	-5.223299	-0.002690	0.712641	-6.806102	-3.441226	4.408702	-2.082200	3.225303	0.761923	6.464087	2.452593	-5.895120	9.078211	7.011220	8.206818	1.134419	9.635666	-5.267308	5.490447	-7.561475	6.419373	-6.604938	1.866865	4.910416	7.598452	1.896582	5.663176	-4.184813	2.297470	5.783903	8.323837	-8.169110	8.165157	8.384759	-7.540741	-6.017796	1.461748	6.810446	5.392077	-4.201804	6.487234	-4.221709	-2.386633	0.622039	4.161858	-2.834963	3.898346	5.525520	5.066300	5.266467	-6.088691	1.112255	2.795952	
8.067727	7.374563	-6.933981	6.893803	5.779347	4.194692	0.887687	6.324459	-4.248980	3.555535	4.914713	4.818360	7.768863	3.648127	6.729978	-6.130844	9.840997	8.367443	-1.101967	2.649444	1.822947	3.922555	2.828691	-4.156040	-8.886092	9.270818	8.018320	8.550635	3.058326	6.341765	-1.553381	3.287830	-2.031428	6.407370	2.813523	9.501335	3.369785	1.791392	8.718279	-0.994135	-6.408813	-4.337191	0.131197	-1.856367	5.386183	-6.119382	7.775970	9.893573	7.469011	1.585132	9.716027	2.152169	3.036188	-1.631573	4.923727	-3.201634	-8.099409	-7.086526	9.010028	9.139865	6.987564	4.558317	-1.604090	-8.620020	-1.994756	9.276359	6.869869	7.413314	9.043214	4.542372	-8.423673	1.093998	
-2.896955	2.346556	2.762020	-9.787889	6.448762	5.420903	1.194748	2.791610	2.565267	-2.446676	7.452290	4.617091	-3.584097	9.189123	-1.716651	-7.503202	1.776565	-1.668003	7.394944	0.352842	3.268602	9.383681	9.152225	-6.263518	3.880109	6.873393	6.837762	7.705169	-1.500673	8.554027	8.512157	1.205527	3.036620	1.159060	-0.186916	-4.581804	6.470205	9.343448	6.930832	5.308778	2.850734	5.303552	3.513056	5.431647	3.721807	2.322067	-2.195102	6.649248	-9.253212	2.317177	-9.321372	-9.521919	3.000348	8.445476	7.465731	-6.836107	-7.798108	7.495886	3.947312	-6.890781	-7.172749	2.198688	-7.404181	4.377320	3.604348	6.550796	3.269845	1.079138	8.284534	5.469424	-0.078396	4.594229	
