
Matrice A di dimensione 24 x 24:
7.120819	2.347572	9.990348	-8.055307	-5.372381	7.576203	6.987832	-7.309991	4.843538	5.805107	-3.609792	8.592656	5.614808	7.320081	7.510518	5.545188	3.462104	1.180392	-9.338643	-1.493635	2.720019	5.189120	-3.234984	0.275906	
2.467961	1.861468	-3.124570	2.038666	6.501888	5.580902	4.534197	-8.124629	-4.703610	-2.411411	-4.382357	-8.387397	-7.520996	7.462929	8.535842	6.906767	-9.983594	0.226995	3.399592	6.588693	5.866968	-9.094091	9.030938	2.914669	
7.066068	2.106813	-2.464581	7.154110	9.325412	9.552789	2.254161	0.097963	7.972483	3.353095	-0.027593	4.733573	1.864619	5.584338	-4.292284	9.827748	-7.678873	6.895977	3.475651	4.490299	-3.493590	-8.909893	6.438450	4.939277	
-0.670255	6.035591	8.413293	5.625938	3.046057	6.320209	4.421513	-4.328744	-9.374904	9.065228	6.815379	0.362417	-9.774037	-6.754955	0.990640	-6.032482	-1.835716	6.321771	-0.960697	4.994061	8.660793	-2.017157	2.361462	5.933078	
-9.150766	2.151378	6.592464	7.433977	-6.909526	4.009800	1.491506	-6.686051	0.970782	0.689594	4.217296	6.527376	7.986280	-7.715603	7.437835	-1.916774	9.888906	8.703026	-3.211199	8.093677	1.029634	2.434893	9.632676	3.735710	
4.507806	-3.500870	-3.898046	0.229754	7.959256	-6.405487	0.162100	9.969548	-9.713465	9.993898	8.053410	-6.659914	3.564483	-0.700558	9.037110	5.087042	0.063979	6.079150	-9.000637	5.114120	6.460883	-0.490801	8.468500	-2.631544	
8.459474	1.302956	5.108797	3.626883	0.003910	6.408929	-6.467686	-8.366833	3.002630	-2.317844	4.762731	4.436283	-9.367214	9.820606	-9.789794	4.377490	3.006999	-4.544753	-9.203556	4.165716	2.420987	1.919833	6.621406	8.798475	
3.339904	9.663197	-5.733924	-3.386116	8.806370	3.341371	-8.248747	7.931046	6.986497	4.749937	-9.410690	8.163464	6.739529	8.435238	-6.227688	-6.448134	6.926054	6.783267	9.308320	-2.128620	3.362702	1.290521	-2.036790	-9.022572	
-3.700918	3.170756	-2.600769	3.768892	-5.585088	6.513767	-3.515327	2.420285	-1.679985	1.255610	6.260209	-3.243009	1.992424	0.532062	-4.886802	1.266482	9.956582	6.453991	-8.687560	-2.793676	2.579479	4.117920	3.729188	6.934288	
0.443509	8.906413	4.955311	-9.836149	-7.011601	-4.170607	-0.837422	8.567673	3.022971	7.095035	7.871406	9.290414	5.314228	4.430732	-2.524529	-6.303236	-1.363477	0.439554	-6.279185	7.389185	-4.312088	3.910531	8.878877	6.818595	
