
Matrice loc_A di dimensione 12 x 12:
9.998025	2.544908	-2.991684	2.746166	1.935069	-6.947099	1.339238	9.771415	-1.054095	5.393427	9.948287	4.101416
-6.037921	1.139535	-1.263762	0.211770	0.357739	4.714227	0.413510	1.431538	7.507289	9.341707	2.732353	2.069400
6.797677	3.229252	-6.349440	5.319159	-7.803698	3.665757	7.772087	5.046877	3.828619	1.417746	8.121043	-5.907631
1.747387	9.260758	-0.317116	-7.565035	8.885203	-3.747152	-2.505766	0.672190	9.778948	-7.014617	1.015431	-1.743860
5.055530	1.429006	2.484849	9.081656	9.609392	-1.573261	5.933967	9.492215	4.361921	0.616181	3.401076	2.647519
2.225001	-6.074151	1.842699	7.600799	6.925287	6.744071	4.060905	-2.018086	2.875578	2.781487	7.468462	-8.922827
-1.544164	9.121390	9.681850	4.751391	7.164899	8.345582	0.946603	7.392881	8.922975	3.134982	2.256732	0.483356
-0.071059	1.085482	7.609395	7.310909	-1.629288	2.921535	5.275961	7.615574	1.612372	-6.713761	5.742573	1.607200
0.509603	4.067081	4.499630	7.678178	8.556628	4.006157	-4.964884	9.809271	-5.362633	1.605863	7.472385	0.937475
1.790965	7.004477	6.422930	-1.276138	2.580673	-4.646125	8.019165	-0.924848	5.050946	4.242378	2.449014	9.685865
5.065757	-3.155401	0.324193	6.725378	8.918802	-9.080881	-3.799978	-3.863187	8.424754	1.178125	-2.763860	4.780675
-7.170364	2.464370	-3.378048	-8.790079	-3.499728	-7.749110	-8.427450	-4.861865	2.585587	2.564773	-4.129417	2.318632

Matrice loc_B di dimensione 12 x 12:
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0

Risultato locale:
Matrice loc_C di dimensione 12 x 12:
9.998025	2.544908	-2.991684	2.746166	1.935069	-6.947099	1.339238	9.771415	-1.054095	5.393427	9.948287	4.101416
-6.037921	1.139535	-1.263762	0.211770	0.357739	4.714227	0.413510	1.431538	7.507289	9.341707	2.732353	2.069400
6.797677	3.229252	-6.349440	5.319159	-7.803698	3.665757	7.772087	5.046877	3.828619	1.417746	8.121043	-5.907631
1.747387	9.260758	-0.317116	-7.565035	8.885203	-3.747152	-2.505766	0.672190	9.778948	-7.014617	1.015431	-1.743860
5.055530	1.429006	2.484849	9.081656	9.609392	-1.573261	5.933967	9.492215	4.361921	0.616181	3.401076	2.647519
2.225001	-6.074151	1.842699	7.600799	6.925287	6.744071	4.060905	-2.018086	2.875578	2.781487	7.468462	-8.922827
-1.544164	9.121390	9.681850	4.751391	7.164899	8.345582	0.946603	7.392881	8.922975	3.134982	2.256732	0.483356
-0.071059	1.085482	7.609395	7.310909	-1.629288	2.921535	5.275961	7.615574	1.612372	-6.713761	5.742573	1.607200
0.509603	4.067081	4.499630	7.678178	8.556628	4.006157	-4.964884	9.809271	-5.362633	1.605863	7.472385	0.937475
1.790965	7.004477	6.422930	-1.276138	2.580673	-4.646125	8.019165	-0.924848	5.050946	4.242378	2.449014	9.685865
5.065757	-3.155401	0.324193	6.725378	8.918802	-9.080881	-3.799978	-3.863187	8.424754	1.178125	-2.763860	4.780675
-7.170364	2.464370	-3.378048	-8.790079	-3.499728	-7.749110	-8.427450	-4.861865	2.585587	2.564773	-4.129417	2.318632
