
Matrice loc_A di dimensione 12 x 12:
-3.595730	7.128812	3.782464	5.975230	6.594095	-4.741353	-7.006805	4.089188	5.739234	-6.710174	9.557653	-8.782321
7.971200	-7.632667	4.397797	6.547796	1.083839	5.361154	2.110205	-2.512760	3.196683	0.046053	8.787267	8.630183
-4.552511	3.954248	0.451990	5.693129	5.549271	8.254294	5.792914	-9.982295	2.323788	6.536314	4.990272	2.419688
-6.647911	-9.964880	6.775346	1.430804	2.932576	7.508232	9.896502	2.888885	9.534027	-1.537702	8.781408	-0.838418
2.592858	-1.730959	-8.686047	8.477904	2.107612	-7.698843	2.785441	-1.094967	2.370767	8.963760	-8.191180	-8.338600
4.931180	6.909493	1.892178	-4.417091	1.659185	-4.343322	5.195922	5.658756	-8.136609	7.787487	-1.029140	-0.107831
-1.176644	0.451685	-3.514955	-6.644530	-4.148986	-2.138944	6.780749	-9.356587	3.244651	0.621020	0.667292	-2.275951
1.022281	-9.371899	9.411323	1.238433	6.272011	0.192284	3.449519	2.899093	-4.376488	-1.838144	4.091244	3.095698
2.809442	-2.255218	-8.614639	6.337848	-1.681323	1.547018	7.183572	-2.425914	3.497230	2.474801	0.918113	2.594538
-1.204704	-6.583889	3.173932	3.177493	0.950182	2.852976	-8.744729	-7.964152	6.259214	1.098301	-3.173964	-3.033402
9.002360	8.549819	-5.696534	-4.246557	2.824998	5.387120	2.417866	1.342586	2.877492	5.687831	1.206753	-8.449041
9.097960	5.275370	9.331068	5.883073	1.552737	-4.384596	1.650225	2.801744	-9.605740	-2.514323	-8.722151	8.408542

Matrice loc_B di dimensione 12 x 12:
1	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	0	0	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0	0	0
0	0	0	0	1	0	0	0	0	0	0	0
0	0	0	0	0	1	0	0	0	0	0	0
0	0	0	0	0	0	1	0	0	0	0	0
0	0	0	0	0	0	0	1	0	0	0	0
0	0	0	0	0	0	0	0	1	0	0	0
0	0	0	0	0	0	0	0	0	1	0	0
0	0	0	0	0	0	0	0	0	0	1	0
0	0	0	0	0	0	0	0	0	0	0	1

Risultato locale:
Matrice loc_C di dimensione 12 x 12:
-3.595730	7.128812	3.782464	5.975230	6.594095	-4.741353	-7.006805	4.089188	5.739234	-6.710174	9.557653	-8.782321
7.971200	-7.632667	4.397797	6.547796	1.083839	5.361154	2.110205	-2.512760	3.196683	0.046053	8.787267	8.630183
-4.552511	3.954248	0.451990	5.693129	5.549271	8.254294	5.792914	-9.982295	2.323788	6.536314	4.990272	2.419688
-6.647911	-9.964880	6.775346	1.430804	2.932576	7.508232	9.896502	2.888885	9.534027	-1.537702	8.781408	-0.838418
2.592858	-1.730959	-8.686047	8.477904	2.107612	-7.698843	2.785441	-1.094967	2.370767	8.963760	-8.191180	-8.338600
4.931180	6.909493	1.892178	-4.417091	1.659185	-4.343322	5.195922	5.658756	-8.136609	7.787487	-1.029140	-0.107831
-1.176644	0.451685	-3.514955	-6.644530	-4.148986	-2.138944	6.780749	-9.356587	3.244651	0.621020	0.667292	-2.275951
1.022281	-9.371899	9.411323	1.238433	6.272011	0.192284	3.449519	2.899093	-4.376488	-1.838144	4.091244	3.095698
2.809442	-2.255218	-8.614639	6.337848	-1.681323	1.547018	7.183572	-2.425914	3.497230	2.474801	0.918113	2.594538
-1.204704	-6.583889	3.173932	3.177493	0.950182	2.852976	-8.744729	-7.964152	6.259214	1.098301	-3.173964	-3.033402
9.002360	8.549819	-5.696534	-4.246557	2.824998	5.387120	2.417866	1.342586	2.877492	5.687831	1.206753	-8.449041
9.097960	5.275370	9.331068	5.883073	1.552737	-4.384596	1.650225	2.801744	-9.605740	-2.514323	-8.722151	8.408542
