
Matrice A di dimensione 12 x 12:
5.011794	5.606157	4.600227	5.499051	5.162006	2.876852	-5.731906	-4.885267	9.078772	1.219019	0.864724	1.923747	
0.306998	4.430881	-2.227492	2.654321	2.727078	-5.491327	-5.353083	8.707068	-1.634098	2.079186	4.818904	-9.234009	
5.745426	0.601827	0.675885	9.618125	-9.759112	-2.883532	1.826773	-2.836736	3.206810	3.253048	4.392514	1.073207	
3.823452	6.765438	1.849299	4.783553	-0.444465	3.209256	-6.120864	3.430861	0.626168	-0.710018	9.218357	-6.112234	
2.316779	5.537503	-0.980919	9.723644	-3.902616	5.980628	2.031278	5.792446	6.654769	5.834212	3.175724	-0.077264	
6.228226	0.003591	-6.247558	6.024148	9.674676	2.027135	0.087897	-5.788838	3.016144	2.722162	9.312975	5.920134	
-5.854911	7.584915	-9.317525	6.856043	5.459401	0.484056	9.454542	7.365868	7.547861	5.611093	0.042566	4.165617	
-6.500035	5.326402	7.455919	4.778257	8.186281	7.547236	8.402310	4.158452	5.968921	3.820348	9.040971	-1.811681	
-4.495667	2.799908	0.922127	9.143550	9.683092	1.534154	-6.160756	3.892435	0.874661	8.616855	-4.763956	6.682453	
8.622757	3.340572	5.016430	1.879010	6.992309	0.493610	-7.602403	-2.274176	-6.077999	1.126503	5.629314	0.821287	
8.193179	1.404135	9.009348	4.679574	9.284647	-5.158076	8.320529	1.689898	7.101495	3.640250	-5.880083	-1.237116	
-3.737211	0.106342	9.994795	-0.190919	1.130811	4.728224	6.772106	-0.996076	-1.737117	4.431006	-4.197221	9.692628	

Matrice B di dimensione 12 x 12:
1	0	0	0	0	0	0	0	0	0	0	0	
0	1	0	0	0	0	0	0	0	0	0	0	
0	0	1	0	0	0	0	0	0	0	0	0	
0	0	0	1	0	0	0	0	0	0	0	0	
0	0	0	0	1	0	0	0	0	0	0	0	
0	0	0	0	0	1	0	0	0	0	0	0	
0	0	0	0	0	0	1	0	0	0	0	0	
0	0	0	0	0	0	0	1	0	0	0	0	
0	0	0	0	0	0	0	0	1	0	0	0	
0	0	0	0	0	0	0	0	0	1	0	0	
0	0	0	0	0	0	0	0	0	0	1	0	
0	0	0	0	0	0	0	0	0	0	0	1	

Risultato:
Matrice C di dimensione 12 x 12:
5.011794	5.606157	4.600227	5.499051	5.162006	2.876852	-5.731906	-4.885267	9.078772	1.219019	0.864724	1.923747	
0.306998	4.430881	-2.227492	2.654321	2.727078	-5.491327	-5.353083	8.707068	-1.634098	2.079186	4.818904	-9.234009	
5.745426	0.601827	0.675885	9.618125	-9.759112	-2.883532	1.826773	-2.836736	3.206810	3.253048	4.392514	1.073207	
3.823452	6.765438	1.849299	4.783553	-0.444465	3.209256	-6.120864	3.430861	0.626168	-0.710018	9.218357	-6.112234	
2.316779	5.537503	-0.980919	9.723644	-3.902616	5.980628	2.031278	5.792446	6.654769	5.834212	3.175724	-0.077264	
6.228226	0.003591	-6.247558	6.024148	9.674676	2.027135	0.087897	-5.788838	3.016144	2.722162	9.312975	5.920134	
-5.854911	7.584915	-9.317525	6.856043	5.459401	0.484056	9.454542	7.365868	7.547861	5.611093	0.042566	4.165617	
-6.500035	5.326402	7.455919	4.778257	8.186281	7.547236	8.402310	4.158452	5.968921	3.820348	9.040971	-1.811681	
-4.495667	2.799908	0.922127	9.143550	9.683092	1.534154	-6.160756	3.892435	0.874661	8.616855	-4.763956	6.682453	
8.622757	3.340572	5.016430	1.879010	6.992309	0.493610	-7.602403	-2.274176	-6.077999	1.126503	5.629314	0.821287	
8.193179	1.404135	9.009348	4.679574	9.284647	-5.158076	8.320529	1.689898	7.101495	3.640250	-5.880083	-1.237116	
-3.737211	0.106342	9.994795	-0.190919	1.130811	4.728224	6.772106	-0.996076	-1.737117	4.431006	-4.197221	9.692628	
