
Matrice loc_A di dimensione 12 x 12:
-4.175363	-9.370675	1.109977	6.759467	-8.121608	-8.370234	8.678806	-2.964175	8.846403	8.342850	-4.495604	-1.953287
6.921852	8.146058	0.897316	9.655444	-2.663555	9.007981	-0.727027	-8.864998	5.647615	-7.928008	-7.665152	1.959699
4.434195	0.742212	-6.811311	-3.404485	6.666906	1.621557	7.076066	5.621731	7.675488	2.988333	6.163874	0.682425
0.051038	-6.315557	5.015321	7.912282	-9.383567	0.119800	-6.540465	8.730957	3.244601	-7.745857	6.270052	5.748690
3.803915	4.172361	4.602423	5.388498	4.617213	-1.241938	-1.823725	-1.894725	7.648064	7.653878	-3.100541	0.457309
-2.591470	2.171700	-8.765183	8.451808	2.328265	7.146898	2.447953	1.460042	4.158543	9.978620	0.825809	-1.856730
-9.965129	-5.820826	-6.545956	4.482851	9.661474	-9.280708	-9.854301	-6.156668	-5.207825	-4.086034	-2.217946	9.271602
-0.652875	1.715229	3.479024	-2.624503	8.456818	9.401925	8.789485	-4.657232	3.562359	-3.758621	0.482983	9.000767
-1.286664	6.799452	6.784009	4.390158	1.826349	-3.723181	4.330121	-2.487287	0.642404	-4.408659	5.721339	9.495825
3.384461	2.965070	6.347564	5.875613	3.849011	9.606339	-3.969522	2.980038	9.465560	8.196103	5.019324	-6.067669
0.733506	8.293289	-7.830525	-9.495660	0.299790	-4.439829	3.328844	0.722782	9.245494	-0.537052	4.202160	5.894213
0.957207	-5.181261	6.705316	-1.376853	2.957560	2.932151	-6.782326	7.638915	7.441485	7.971292	-5.380822	-1.714983

Matrice loc_B di dimensione 12 x 12:
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0

Risultato locale:
Matrice loc_C di dimensione 12 x 12:
-4.175363	-9.370675	1.109977	6.759467	-8.121608	-8.370234	8.678806	-2.964175	8.846403	8.342850	-4.495604	-1.953287
6.921852	8.146058	0.897316	9.655444	-2.663555	9.007981	-0.727027	-8.864998	5.647615	-7.928008	-7.665152	1.959699
4.434195	0.742212	-6.811311	-3.404485	6.666906	1.621557	7.076066	5.621731	7.675488	2.988333	6.163874	0.682425
0.051038	-6.315557	5.015321	7.912282	-9.383567	0.119800	-6.540465	8.730957	3.244601	-7.745857	6.270052	5.748690
3.803915	4.172361	4.602423	5.388498	4.617213	-1.241938	-1.823725	-1.894725	7.648064	7.653878	-3.100541	0.457309
-2.591470	2.171700	-8.765183	8.451808	2.328265	7.146898	2.447953	1.460042	4.158543	9.978620	0.825809	-1.856730
-9.965129	-5.820826	-6.545956	4.482851	9.661474	-9.280708	-9.854301	-6.156668	-5.207825	-4.086034	-2.217946	9.271602
-0.652875	1.715229	3.479024	-2.624503	8.456818	9.401925	8.789485	-4.657232	3.562359	-3.758621	0.482983	9.000767
-1.286664	6.799452	6.784009	4.390158	1.826349	-3.723181	4.330121	-2.487287	0.642404	-4.408659	5.721339	9.495825
3.384461	2.965070	6.347564	5.875613	3.849011	9.606339	-3.969522	2.980038	9.465560	8.196103	5.019324	-6.067669
0.733506	8.293289	-7.830525	-9.495660	0.299790	-4.439829	3.328844	0.722782	9.245494	-0.537052	4.202160	5.894213
0.957207	-5.181261	6.705316	-1.376853	2.957560	2.932151	-6.782326	7.638915	7.441485	7.971292	-5.380822	-1.714983
