
--- MATRICI GLOBALI ---

Matrice A di dimensione 108 x 108:
6.881983	-3.828313	-6.059695	-5.182377	-1.250250	-4.134871	5.057446	3.219866	-3.253980	2.231548	-0.196363	8.831884	4.399130	-2.441353	5.989400	1.320672	-2.893466	5.110283	9.054939	8.819792	1.529366	-4.135623	5.034485	3.632355	4.000606	3.144232	6.790684	-9.027283	-1.336799	-7.549290	0.754875	0.197581	-4.018946	2.601502	5.600525	3.379074	-4.375958	3.716703	-4.870186	-7.698907	-3.212960	3.067760	2.819255	1.193457	3.563679	-1.482252	7.612709	7.966895	6.987698	4.705541	-1.989691	-9.718113	5.599311	5.776092	0.783873	9.340289	-4.318138	4.000477	4.503092	-1.293447	3.936681	2.385324	4.455533	3.181045	-0.920616	-4.031453	5.971200	-9.275956	7.184381	2.040008	8.527047	1.965087	-3.788345	9.982579	-1.159499	-6.358208	4.051725	-6.645571	-9.095751	9.950489	-7.713202	-2.926673	-7.731507	-5.254913	7.254676	2.884142	8.675217	-8.626909	-0.814794	-0.755000	-9.885513	7.070474	5.856739	2.444497	3.542661	4.968856	-6.376927	4.940265	0.098157	9.024322	-7.490099	3.134557	6.757694	-8.628879	0.370953	-9.546782	6.497086	4.193706
0.333300	7.306316	9.033189	5.131823	0.170700	9.518550	0.267266	7.621692	0.451336	-3.922681	2.517715	4.781518	-1.935439	3.145135	0.945555	0.786350	-3.977044	-5.154815	0.367838	8.420348	0.358726	0.807396	-6.481770	8.383356	9.185337	-4.142136	-4.857597	-4.591720	3.251955	5.225560	5.075697	5.476365	4.104576	2.062974	-0.917819	-5.010952	-8.422220	1.902536	4.247437	1.837096	-2.591929	5.135825	-4.902887	-4.242561	7.464402	-2.352351	5.480031	1.592840	8.459897	4.057022	4.139136	0.654260	-4.886323	7.465346	-2.842689	2.566533	5.281674	2.884145	-7.429904	8.339402	6.594826	-7.434404	8.520469	1.659465	2.683057	-6.358082	-4.784461	-9.383549	9.569139	-8.804544	6.151336	7.846447	9.073435	1.617571	7.857297	1.397645	0.648726	-6.526981	-7.859293	-6.149562	3.902934	7.364543	-9.519985	-8.358180	-3.596986	1.500952	8.533800	1.181332	-0.077991	4.110574	2.755876	-2.387412	4.340267	2.573797	7.100840	-2.741911	1.231002	9.691169	6.854546	9.840112	5.212072	0.199854	-0.688463	-1.353107	-4.180089	8.701742	0.971899	0.340567
0.003547	7.511727	1.637724	-8.108160	0.360092	-3.619714	5.848678	7.666170	4.800889	-4.806622	-9.247211	-6.255806	-1.623409	0.363265	6.046701	7.907474	-3.618197	3.154634	5.672839	8.124646	9.062124	3.247568	-5.204185	-5.971552	-8.779762	-5.494426	6.937902	1.454274	-6.707779	-1.156619	-2.521372	8.804727	4.483294	1.395489	3.222156	-6.189063	1.264495	7.195082	0.350369	6.473755	-3.944808	7.157105	3.718413	-9.444020	-0.428918	3.180672	9.664732	-9.089858	3.944760	4.304159	-0.005481	9.451196	-9.929853	7.738657	-9.812913	9.410353	-6.180593	-4.640430	5.178836	-0.325197	4.685089	-8.558042	5.491268	8.497846	-8.133246	6.602944	3.295226	-9.408704	-2.700419	-3.505300	1.359773	6.271052	9.483110	-7.439371	4.995931	0.269699	-1.270437	4.030840	-6.475641	6.197733	5.330691	-2.747615	8.854817	-1.850996	-9.303681	4.068567	8.271949	-8.203820	-1.251100	-2.417005	-3.407760	-5.928051	1.514445	1.439902	2.487578	2.598974	0.438312	6.444186	7.502908	0.848365	3.651478	-7.470044	-5.256551	9.678486	-1.317055	2.754682	4.782195	9.403013
8.641624	-4.286727	8.480550	-8.947471	2.232289	8.211991	3.686840	6.541787	-3.977288	9.261745	-9.685695	-5.741489	-1.035723	5.727565	-7.178904	2.114558	5.973493	6.949731	3.286985	3.372906	-1.288859	5.254472	-0.645254	2.314016	-5.808090	3.856381	-0.515993	6.496534	8.094041	7.369633	7.354678	1.093474	5.885476	7.782215	3.940406	-4.691736	2.740018	0.204964	1.742467	-8.007814	-4.094741	-3.044341	1.462065	6.162449	1.764975	4.829051	-3.016274	-2.447824	-3.965729	8.074212	1.385160	-3.135399	-2.712156	-7.510450	5.859343	-2.005180	7.382458	4.564818	4.590397	8.400628	-4.259350	5.475025	9.152204	6.177374	-8.152889	-1.024067	-7.017535	-3.663226	7.499829	-4.184314	-6.691940	3.313256	1.239015	2.918920	8.605341	2.184783	4.549227	0.140314	5.582658	6.819363	0.569275	3.273595	2.002896	7.316501	-8.110498	-2.861897	-7.690309	8.876835	4.053227	4.758734	3.115303	-5.523258	4.603326	-1.365960	1.981261	3.921532	-6.028753	-0.137347	4.131949	-7.534373	8.954663	-7.044884	6.571423	-5.574295	-7.717474	3.283217	7.276547	-8.497306
-4.470048	2.065858	-8.048589	-9.001847	3.182517	-2.108990	-6.593042	9.556912	-0.039633	2.192677	2.523515	7.235706	8.100002	1.073765	9.325399	7.256423	-9.434337	-0.246758	5.309671	1.560267	-8.387798	5.806653	-3.312620	0.528546	-1.965362	-9.963309	0.488196	-4.729866	-7.717939	3.964748	5.374702	-0.838786	0.543452	2.291965	-0.334148	4.345311	7.521489	3.702786	-5.515529	4.186362	-6.952555	1.969768	1.348687	6.028949	-2.503265	-6.109964	1.214868	2.687006	8.034293	7.611443	8.831203	7.090387	-2.108717	-7.186800	5.024505	5.105137	-5.522834	-9.417811	3.774539	5.938146	5.440456	4.155771	-8.996860	8.413644	-1.821748	5.399594	-7.981839	7.005642	3.283154	-7.714802	5.565604	-0.284719	9.894843	7.959959	5.149289	9.947185	5.946215	7.245070	-0.945734	-1.974228	1.683799	-3.420433	-9.863803	9.756195	4.618517	-1.454616	0.290935	1.272560	-1.441865	-3.855159	-3.130623	7.180900	7.905302	4.019913	0.084683	1.618518	-3.367964	1.434121	-5.465026	-6.378724	8.661312	-0.267665	-9.572676	-9.138025	0.772743	7.605695	-6.795529	2.980205
-9.212565	-3.551866	2.994259	-1.065731	-0.209334	9.593989	3.690168	5.757903	-3.806055	-1.303727	7.565793	4.393272	3.434936	-2.241903	-6.785562	-4.931296	-2.222225	-5.295375	3.653546	1.578706	8.860958	-9.537240	7.145409	4.902606	-1.320710	4.330194	6.648085	7.225039	-0.722432	-0.313487	4.689049	3.506120	-3.727945	2.127757	5.162600	-1.244370	4.879158	-6.574684	6.076753	-2.976030	7.683623	6.283966	6.029690	4.414730	2.975946	4.260115	-9.973000	-4.576269	6.567731	-1.082435	-0.410489	5.753889	3.108415	-7.314214	3.805863	-6.582631	7.596468	5.821195	-6.375601	0.378280	4.964142	7.016542	2.404631	-8.638086	-8.296837	0.702693	2.047327	3.996973	-8.785155	-4.340910	1.601431	4.080504	3.790137	2.824057	0.137624	9.517285	7.840732	0.038908	8.126639	9.217725	8.397516	-5.130801	6.377000	-5.600584	-0.438960	7.753173	0.865034	-1.238290	-1.735377	-4.820908	7.264683	-6.974767	0.872021	5.350778	-5.690669	-5.422135	4.488920	4.533027	9.680709	-6.028075	-0.075104	-2.160060	5.614926	5.595308	-7.460696	9.223303	4.754409	9.830794
-3.211746	-4.625088	-9.750074	2.990600	0.600159	5.104915	7.657238	0.400537	4.914238	8.672481	-5.958946	-7.879466	-4.684004	8.145021	-3.300840	5.064842	-3.157387	5.415001	-9.737154	7.146456	5.929229	-0.618181	3.384361	-1.318810	3.579316	-8.827762	4.259079	-2.957904	-3.809998	-8.381496	-9.078740	3.623424	3.136268	5.143589	-7.444027	3.210734	4.541415	6.959723	4.847634	6.224375	8.269823	7.965211	-1.759365	1.471985	2.026041	2.680201	-3.299818	3.340908	-5.342051	9.309508	-0.774541	-6.159333	6.349157	3.241733	1.397589	-9.623740	-4.518244	-2.196315	8.512066	1.846972	3.521780	1.642887	0.830799	-3.257685	3.468292	8.958927	5.087435	-9.558790	8.237317	2.633383	2.266630	-9.302318	9.846073	3.062483	-5.166933	8.896246	9.436629	-5.510312	5.522929	6.440276	-1.335189	3.234054	-0.517463	7.859216	5.593367	8.389686	-2.749721	4.644872	9.190637	0.953934	2.616811	-3.046283	0.389313	2.320867	7.324591	4.903463	-4.160346	5.082404	0.930362	3.432589	-3.434218	-4.383727	9.514279	8.779733	6.735954	-3.062487	9.583847	1.406205
-4.665365	5.885403	2.488215	-0.649736	8.926384	1.326371	-8.673760	-6.380476	6.581235	8.291917	-9.792802	4.800431	6.805317	5.881521	3.971687	6.362325	1.014797	-0.627008	3.036595	0.151573	7.008885	-1.819725	-6.236904	-7.790622	8.964403	-8.913654	3.154189	-5.285961	1.577003	6.348671	8.455208	4.185742	4.958725	2.973017	6.089495	-9.958298	-4.602533	-8.781025	9.978223	-3.657577	2.654187	7.699831	-6.285316	-5.767882	4.153273	3.411008	4.827549	-2.078485	2.409501	-7.781593	8.176091	-1.597377	9.517914	3.618062	6.950049	8.438763	9.846869	5.412612	-9.124385	3.994502	3.297046	5.886139	5.002261	7.910869	3.016127	5.910758	3.432353	3.970843	-7.886537	2.446403	4.864543	-4.440822	-7.023760	-0.843596	1.033928	9.425803	-2.243609	-2.455569	3.276568	4.657632	6.058900	-7.484913	8.076526	-2.441520	-9.044660	0.799649	5.773089	8.620615	-5.093905	8.944994	4.302310	0.458807	-3.682740	3.791789	3.280815	3.252002	-9.017812	-8.830968	2.192671	-3.057400	6.160410	-5.146534	9.097520	4.730348	3.231360	-0.319258	2.046138	4.079589
-3.692441	2.688186	-6.320799	-6.312971	-6.677103	2.432949	6.416427	-0.107104	9.347397	4.510336	9.020788	2.636342	2.916026	9.785818	-3.733664	0.691043	-1.736785	4.399360	-9.319416	3.396195	-5.856270	4.866293	1.319492	4.849534	0.227036	-9.111806	-8.600554	1.499972	-4.703748	6.478744	5.151197	5.863516	0.549015	-4.945565	-0.975208	-5.864951	4.170903	9.104174	-5.704641	-6.157284	-3.313578	5.179501	7.017239	3.430713	7.965264	0.158398	7.079244	0.004443	6.284791	-7.496691	-3.291768	4.091477	-4.092887	-2.953067	7.149360	5.729205	4.379441	2.377071	7.588180	3.117667	5.717241	8.669905	9.297979	0.424744	-3.624357	-2.842770	1.283078	-4.378797	-0.129899	-5.173492	-6.442214	7.742197	1.811404	-2.218336	5.927052	-4.953029	8.612067	4.440777	2.297283	3.492818	-2.786956	-2.837765	3.269835	9.445998	4.548425	0.678993	5.522187	1.812295	8.540459	6.733176	9.366634	-6.111802	5.309139	5.888748	-5.418100	3.528061	5.717153	2.275090	3.582388	2.386723	6.340577	-9.121453	1.486907	-9.196356	-4.964380	-4.494875	-7.615736	2.309715
1.159257	0.531297	-7.580028	4.782414	-0.425184	2.284170	8.778592	-2.138386	7.736609	6.981934	-2.193587	9.250880	-2.107821	1.488981	4.352433	-2.648432	1.997159	-2.089048	7.239087	-2.874368	3.928967	1.671844	9.829431	-7.826729	-5.070069	6.789555	0.986953	4.421624	9.786190	-2.818331	-9.709300	-9.650314	8.646493	-1.283646	-8.610824	-3.549852	9.316552	5.247350	9.031926	6.712022	7.882742	-1.365650	-9.542011	-1.964469	1.697878	3.466825	-0.249564	-3.113637	4.856501	-4.781637	8.555297	6.007117	-3.553185	7.017831	4.328546	6.687104	7.231429	1.080983	-3.840029	6.101642	7.828251	-6.945086	2.685606	6.973872	-4.456006	1.009434	-0.086998	0.883151	8.271018	6.225292	-1.630835	4.810852	0.965151	5.635705	8.937287	0.343087	1.305815	4.843354	7.346896	1.533529	-3.572734	4.814205	9.559513	-7.299914	3.598339	0.430095	-6.437603	4.091439	1.132783	-2.207934	1.464491	6.835608	9.839194	6.761727	-3.496187	-8.988992	0.838219	0.728653	9.500554	8.228262	-1.553773	8.328067	3.899305	5.394130	-2.146650	-5.102157	0.153085	6.381447
