---
PBS: la directory di lavoro e' /homes/DMA/PDC/2024/NVLFNC97Z/prova2/codice
PBS: Compilazione in esecuzione...
PBS: Compilazione completata.
PBS: Job in esecuzione su un pool di 2 threads...
>>>

Calcolo del prodotto matrice-vettore terminato in 7.170916e-03 sec
Risultato:
Riga 0 -> 20929.316813
Riga 1 -> 17697.527872
Riga 2 -> 18422.328862
Riga 3 -> 19497.616411
Riga 4 -> 16609.731317
Riga 5 -> 17760.117573
Riga 6 -> 16438.153587
Riga 7 -> 11681.925895
Riga 8 -> 16427.344830
Riga 9 -> 19544.174266
Riga 10 -> 15726.486792
Riga 11 -> 18939.473030
Riga 12 -> 15992.403824
Riga 13 -> 17335.055752
Riga 14 -> 16181.616019
Riga 15 -> 17380.704956
Riga 16 -> 17615.654248
Riga 17 -> 18736.142843
Riga 18 -> 16129.499834
Riga 19 -> 16035.117509
Riga 20 -> 17287.386212
Riga 21 -> 16055.905913
Riga 22 -> 17313.916131
Riga 23 -> 14149.951626
Riga 24 -> 16403.253804
Riga 25 -> 19876.271800
Riga 26 -> 14694.229014
Riga 27 -> 18427.394580
Riga 28 -> 18809.966916
Riga 29 -> 15081.231159
Riga 30 -> 18026.303859
Riga 31 -> 14599.746035
Riga 32 -> 17301.680292
Riga 33 -> 17985.187736
Riga 34 -> 14462.380477
Riga 35 -> 14933.204495
Riga 36 -> 12529.905796
Riga 37 -> 15752.401340
Riga 38 -> 15188.727006
Riga 39 -> 15758.861538
Riga 40 -> 15656.442085
Riga 41 -> 16622.462886
Riga 42 -> 16417.059488
Riga 43 -> 16832.812861
Riga 44 -> 18141.407673
Riga 45 -> 16912.816441
Riga 46 -> 15275.894703
Riga 47 -> 15644.288336
Riga 48 -> 18541.148709
Riga 49 -> 17456.848201
Riga 50 -> 16824.192170
Riga 51 -> 17821.498799
Riga 52 -> 18690.857347
Riga 53 -> 16010.108889
Riga 54 -> 12288.964969
Riga 55 -> 18636.306448
Riga 56 -> 22232.208491
Riga 57 -> 15851.521918
Riga 58 -> 16269.602400
Riga 59 -> 19000.829727
Riga 60 -> 16995.170740
Riga 61 -> 15720.493803
Riga 62 -> 16405.523280
Riga 63 -> 17491.619057
Riga 64 -> 18838.793026
Riga 65 -> 17618.826192
Riga 66 -> 16320.154254
Riga 67 -> 17725.033991
Riga 68 -> 18785.096741
Riga 69 -> 17105.174332
Riga 70 -> 15798.705322
Riga 71 -> 16121.845119
Riga 72 -> 17572.761070
Riga 73 -> 16289.488789
Riga 74 -> 17563.705923
Riga 75 -> 15832.755390
Riga 76 -> 14848.052302
Riga 77 -> 19107.957437
Riga 78 -> 15583.730128
Riga 79 -> 18349.828058
Riga 80 -> 14868.220262
Riga 81 -> 15080.037661
Riga 82 -> 19187.506053
Riga 83 -> 18785.674690
Riga 84 -> 16071.638629
Riga 85 -> 15697.653868
Riga 86 -> 15701.338835
Riga 87 -> 16081.042683
Riga 88 -> 18799.048765
Riga 89 -> 18658.761634
Riga 90 -> 12765.278537
Riga 91 -> 14927.021565
Riga 92 -> 16776.760732
Riga 93 -> 16653.060021
Riga 94 -> 15390.109036
Riga 95 -> 17005.404512
Riga 96 -> 16719.098537
Riga 97 -> 20946.055044
Riga 98 -> 17259.944790
Riga 99 -> 16798.643959
Riga 100 -> 17352.666050
Riga 101 -> 16017.494911
Riga 102 -> 13501.029488
Riga 103 -> 14652.506672
Riga 104 -> 15711.800934
Riga 105 -> 19699.874879
Riga 106 -> 15783.184529
Riga 107 -> 15780.705457
Riga 108 -> 19936.963923
Riga 109 -> 17394.432864
Riga 110 -> 16790.928661
Riga 111 -> 16352.301165
Riga 112 -> 20441.993951
Riga 113 -> 13093.379366
Riga 114 -> 16727.389106
Riga 115 -> 14421.581962
Riga 116 -> 16524.674229
Riga 117 -> 15420.656756
Riga 118 -> 15688.559147
Riga 119 -> 16225.837941
Riga 120 -> 14358.844687
Riga 121 -> 14375.304109
Riga 122 -> 18301.555042
Riga 123 -> 13055.814663
Riga 124 -> 16823.429220
Riga 125 -> 14955.900027
Riga 126 -> 13786.520169
Riga 127 -> 16595.265467
Riga 128 -> 18119.229633
Riga 129 -> 16280.986832
Riga 130 -> 14462.606802
Riga 131 -> 13624.981031
Riga 132 -> 17660.824117
Riga 133 -> 15738.023180
Riga 134 -> 18760.303757
Riga 135 -> 17049.507366
Riga 136 -> 16206.168565
Riga 137 -> 16923.194946
Riga 138 -> 17301.465889
Riga 139 -> 15429.158850
Riga 140 -> 13356.739164
Riga 141 -> 12512.609882
Riga 142 -> 13176.641591
Riga 143 -> 15217.339759
Riga 144 -> 17508.668634
Riga 145 -> 15688.872534
Riga 146 -> 16756.639845
Riga 147 -> 18925.582303
Riga 148 -> 15157.636480
Riga 149 -> 18331.879054
Riga 150 -> 18707.872988
Riga 151 -> 16879.167487
Riga 152 -> 15672.743472
Riga 153 -> 16146.374036
Riga 154 -> 15398.391727
Riga 155 -> 17860.493875
Riga 156 -> 17196.788381
Riga 157 -> 15310.560368
Riga 158 -> 15340.939428
Riga 159 -> 16721.154766
Riga 160 -> 14134.106348
Riga 161 -> 16183.278335
Riga 162 -> 18270.848637
Riga 163 -> 17815.010593
Riga 164 -> 16491.346293
Riga 165 -> 17294.571374
Riga 166 -> 18008.858912
Riga 167 -> 16052.684542
Riga 168 -> 12193.913412
Riga 169 -> 16715.803012
Riga 170 -> 17278.499633
Riga 171 -> 15887.140320
Riga 172 -> 17871.897575
Riga 173 -> 18443.647124
Riga 174 -> 16277.507206
Riga 175 -> 16949.072466
Riga 176 -> 18111.513092
Riga 177 -> 19618.309548
Riga 178 -> 16661.743310
Riga 179 -> 17605.772283
Riga 180 -> 18432.356115
Riga 181 -> 21177.298187
Riga 182 -> 16818.861728
Riga 183 -> 16394.775406
Riga 184 -> 17327.772309
Riga 185 -> 18804.594879
Riga 186 -> 16697.455368
Riga 187 -> 17595.320333
Riga 188 -> 19863.391844
Riga 189 -> 19069.842243
Riga 190 -> 17750.565399
Riga 191 -> 14330.033731
Riga 192 -> 15348.800351
Riga 193 -> 17164.856699
Riga 194 -> 17873.707106
Riga 195 -> 14849.233986
Riga 196 -> 16832.248506
Riga 197 -> 18939.242722
Riga 198 -> 10989.801060
Riga 199 -> 16410.887750
Riga 200 -> 14144.106656
Riga 201 -> 14185.895605
Riga 202 -> 16089.071129
Riga 203 -> 17524.217761
Riga 204 -> 17022.065333
Riga 205 -> 14602.688266
Riga 206 -> 16934.449080
Riga 207 -> 12666.492365
Riga 208 -> 17356.889857
Riga 209 -> 15138.265091
Riga 210 -> 20018.860571
Riga 211 -> 15462.902879
Riga 212 -> 15426.696298
Riga 213 -> 18355.393294
Riga 214 -> 13659.787464
Riga 215 -> 16904.184269
Riga 216 -> 16347.510420
Riga 217 -> 17817.844443
Riga 218 -> 14371.861884
Riga 219 -> 16920.952832
Riga 220 -> 14810.438325
Riga 221 -> 13574.471874
Riga 222 -> 16059.338215
Riga 223 -> 16038.501715
Riga 224 -> 18601.126152
Riga 225 -> 18209.470970
Riga 226 -> 16653.958645
Riga 227 -> 12841.180432
Riga 228 -> 19297.386446
Riga 229 -> 16761.879877
Riga 230 -> 16602.459570
Riga 231 -> 17243.265610
Riga 232 -> 19803.466463
Riga 233 -> 15240.422926
Riga 234 -> 16802.858567
Riga 235 -> 17706.737140
Riga 236 -> 15339.476949
Riga 237 -> 15350.420869
Riga 238 -> 15664.676240
Riga 239 -> 15741.307881
Riga 240 -> 16160.527694
Riga 241 -> 17217.103163
Riga 242 -> 18061.512200
Riga 243 -> 17226.294561
Riga 244 -> 17960.588805
Riga 245 -> 16569.929003
Riga 246 -> 17772.219498
Riga 247 -> 15588.118710
Riga 248 -> 19314.095909
Riga 249 -> 17956.442994
Riga 250 -> 14060.926434
Riga 251 -> 16168.918494
Riga 252 -> 18896.470112
