---
PBS: la directory di lavoro e' /homes/DMA/PDC/2024/NVLFNC97Z/prova2/codice
PBS: Compilazione in esecuzione...
PBS: Compilazione completata.
PBS: Job in esecuzione su un pool di 8 threads...
>>>

Calcolo del prodotto matrice-vettore terminato in 1.382930e-01 sec
Risultato:
Riga 0 -> 164119.374357
Riga 1 -> 165411.644319
Riga 2 -> 169563.795807
Riga 3 -> 170835.427298
Riga 4 -> 168772.295329
Riga 5 -> 168817.694829
Riga 6 -> 161722.564793
Riga 7 -> 161230.519206
Riga 8 -> 165726.052007
Riga 9 -> 171360.470632
Riga 10 -> 165222.747774
Riga 11 -> 168259.102515
Riga 12 -> 174074.465473
Riga 13 -> 172128.850467
Riga 14 -> 166598.335013
Riga 15 -> 170246.657990
Riga 16 -> 158221.358201
Riga 17 -> 154610.550965
Riga 18 -> 170476.985221
Riga 19 -> 169615.511251
Riga 20 -> 160394.475184
Riga 21 -> 170848.214406
Riga 22 -> 163328.295741
Riga 23 -> 159287.914382
Riga 24 -> 165795.222552
Riga 25 -> 172285.079513
Riga 26 -> 166805.273817
Riga 27 -> 166863.967417
Riga 28 -> 164526.010626
Riga 29 -> 162582.413236
Riga 30 -> 169438.848579
Riga 31 -> 166073.004940
Riga 32 -> 167739.322288
Riga 33 -> 173250.143970
Riga 34 -> 167163.192078
Riga 35 -> 162266.494437
Riga 36 -> 166990.896570
Riga 37 -> 163977.669446
Riga 38 -> 162186.735731
Riga 39 -> 168347.443368
Riga 40 -> 167582.715607
Riga 41 -> 155362.910263
Riga 42 -> 175230.570008
Riga 43 -> 162709.685155
Riga 44 -> 165255.698576
Riga 45 -> 169776.884794
Riga 46 -> 160274.550737
Riga 47 -> 162283.936775
Riga 48 -> 168981.247728
Riga 49 -> 169643.014921
Riga 50 -> 169917.202104
Riga 51 -> 158176.163997
Riga 52 -> 165504.958931
Riga 53 -> 166599.776035
Riga 54 -> 167016.785971
Riga 55 -> 163595.091390
Riga 56 -> 167305.772570
Riga 57 -> 171364.890984
Riga 58 -> 161425.566827
Riga 59 -> 157397.730435
Riga 60 -> 167360.100897
Riga 61 -> 161868.136381
Riga 62 -> 165797.545890
Riga 63 -> 159829.065318
Riga 64 -> 168074.168148
Riga 65 -> 166637.441022
Riga 66 -> 164244.604323
Riga 67 -> 156797.961223
Riga 68 -> 161776.192972
Riga 69 -> 163657.874108
Riga 70 -> 161862.211654
Riga 71 -> 156703.134457
Riga 72 -> 164320.116137
Riga 73 -> 165284.860305
Riga 74 -> 158114.433787
Riga 75 -> 165732.357468
Riga 76 -> 167702.904968
Riga 77 -> 164337.487443
Riga 78 -> 163488.117724
Riga 79 -> 170406.085695
Riga 80 -> 164972.128994
Riga 81 -> 169226.805988
Riga 82 -> 170147.705260
Riga 83 -> 161265.698824
Riga 84 -> 171047.233756
Riga 85 -> 165934.616180
Riga 86 -> 164783.478391
Riga 87 -> 165520.382364
Riga 88 -> 168921.136028
Riga 89 -> 181506.877148
Riga 90 -> 170321.747101
Riga 91 -> 157996.070891
Riga 92 -> 165089.547030
Riga 93 -> 169739.767722
Riga 94 -> 173139.601133
Riga 95 -> 172220.027974
Riga 96 -> 170661.827116
Riga 97 -> 167461.941195
Riga 98 -> 167499.417796
Riga 99 -> 163328.238927
Riga 100 -> 155137.434609
Riga 101 -> 159465.642745
Riga 102 -> 159257.923214
Riga 103 -> 166212.061951
Riga 104 -> 166717.874335
Riga 105 -> 164100.857918
Riga 106 -> 164883.091215
Riga 107 -> 169540.007999
Riga 108 -> 168493.339121
Riga 109 -> 171635.144569
Riga 110 -> 170580.818961
Riga 111 -> 178266.517662
Riga 112 -> 169473.810928
Riga 113 -> 156293.006607
Riga 114 -> 173320.000230
Riga 115 -> 167716.375066
Riga 116 -> 163645.936962
Riga 117 -> 161826.900465
Riga 118 -> 156892.747569
Riga 119 -> 175247.570122
Riga 120 -> 172657.718379
Riga 121 -> 161421.313261
Riga 122 -> 155244.868550
Riga 123 -> 170111.877737
Riga 124 -> 175570.965226
Riga 125 -> 160433.169722
Riga 126 -> 170739.106576
Riga 127 -> 169161.698546
Riga 128 -> 172287.191399
Riga 129 -> 166981.665721
Riga 130 -> 166180.766397
Riga 131 -> 166591.090360
Riga 132 -> 163672.212555
Riga 133 -> 165121.923378
Riga 134 -> 168443.697123
Riga 135 -> 167273.673512
Riga 136 -> 164947.254636
Riga 137 -> 165187.492955
Riga 138 -> 170977.943043
Riga 139 -> 179932.372538
Riga 140 -> 158026.220056
Riga 141 -> 160318.838048
Riga 142 -> 161231.992900
Riga 143 -> 155620.912099
Riga 144 -> 161863.431287
Riga 145 -> 165474.514087
Riga 146 -> 164676.789076
Riga 147 -> 165430.061493
Riga 148 -> 165513.603978
Riga 149 -> 161939.423490
Riga 150 -> 166723.853568
Riga 151 -> 161002.665635
Riga 152 -> 166445.173623
Riga 153 -> 168990.864521
Riga 154 -> 152617.122019
Riga 155 -> 163838.925713
Riga 156 -> 165603.645997
Riga 157 -> 162068.044147
Riga 158 -> 166124.842281
Riga 159 -> 162196.939998
Riga 160 -> 159862.173328
Riga 161 -> 161216.045582
Riga 162 -> 170997.445925
Riga 163 -> 172187.879933
Riga 164 -> 171765.112698
Riga 165 -> 161689.560566
Riga 166 -> 172478.749541
Riga 167 -> 163398.080105
Riga 168 -> 159756.453900
Riga 169 -> 163858.756773
Riga 170 -> 176137.437242
Riga 171 -> 160409.277083
Riga 172 -> 165396.153701
Riga 173 -> 166552.872187
Riga 174 -> 156799.223561
Riga 175 -> 169479.989291
Riga 176 -> 164656.657872
