---
PBS: la directory di lavoro e' /homes/DMA/PDC/2024/NVLFNC97Z/prova2/codice
PBS: Compilazione in esecuzione...
PBS: Compilazione completata.
PBS: Job in esecuzione su un pool di 4 threads...
>>>

Calcolo del prodotto matrice-vettore terminato in 2.516398e-01 sec
Risultato:
Riga 0 -> 155494.602671
Riga 1 -> 164777.917028
Riga 2 -> 166413.435967
Riga 3 -> 175747.807467
Riga 4 -> 160859.277096
Riga 5 -> 159282.871322
Riga 6 -> 159531.285489
Riga 7 -> 166002.691304
Riga 8 -> 169677.925930
Riga 9 -> 175107.366007
Riga 10 -> 162776.683513
Riga 11 -> 171269.235000
Riga 12 -> 166473.149505
Riga 13 -> 159169.219951
Riga 14 -> 167717.540626
Riga 15 -> 166285.426890
Riga 16 -> 164493.701678
Riga 17 -> 163805.875081
Riga 18 -> 160337.984806
Riga 19 -> 166440.986894
Riga 20 -> 163822.291778
Riga 21 -> 175284.056967
Riga 22 -> 174336.311293
Riga 23 -> 156832.491052
Riga 24 -> 162205.516652
Riga 25 -> 161563.766522
Riga 26 -> 165164.456774
Riga 27 -> 160329.878413
Riga 28 -> 174878.074532
Riga 29 -> 167782.311801
Riga 30 -> 165238.614953
Riga 31 -> 174500.029208
Riga 32 -> 157680.128987
Riga 33 -> 167469.922688
Riga 34 -> 162088.226789
Riga 35 -> 167300.895950
Riga 36 -> 166478.043406
Riga 37 -> 163678.117784
Riga 38 -> 172094.794365
Riga 39 -> 172238.787091
Riga 40 -> 159369.949279
Riga 41 -> 169679.570177
Riga 42 -> 165298.058811
Riga 43 -> 166853.250885
Riga 44 -> 179176.374083
Riga 45 -> 171284.081039
Riga 46 -> 168379.805249
Riga 47 -> 163271.955834
Riga 48 -> 161581.121536
Riga 49 -> 165113.857278
Riga 50 -> 157820.117309
Riga 51 -> 160038.251187
Riga 52 -> 171880.200846
Riga 53 -> 162578.001990
Riga 54 -> 165416.904903
Riga 55 -> 173018.926090
Riga 56 -> 163487.465011
Riga 57 -> 163215.926221
Riga 58 -> 180549.604949
Riga 59 -> 165212.870443
Riga 60 -> 165520.438690
Riga 61 -> 163307.966973
Riga 62 -> 170223.274714
Riga 63 -> 162193.102983
Riga 64 -> 166061.391377
Riga 65 -> 165333.137644
Riga 66 -> 160968.128451
Riga 67 -> 164906.870833
Riga 68 -> 161238.368702
Riga 69 -> 156263.992654
Riga 70 -> 166301.446138
Riga 71 -> 161091.703328
Riga 72 -> 162798.790410
Riga 73 -> 172361.838569
Riga 74 -> 159128.108701
Riga 75 -> 164778.641182
Riga 76 -> 169953.868415
Riga 77 -> 157673.584900
Riga 78 -> 170248.094242
Riga 79 -> 172915.780618
Riga 80 -> 166244.635858
Riga 81 -> 164359.404383
Riga 82 -> 157388.286599
Riga 83 -> 175942.049329
Riga 84 -> 162633.027718
Riga 85 -> 168449.359243
Riga 86 -> 174543.939791
Riga 87 -> 174992.897119
Riga 88 -> 174462.319340
Riga 89 -> 174835.513130
Riga 90 -> 166864.110610
Riga 91 -> 156280.117476
Riga 92 -> 163461.608663
Riga 93 -> 169011.376263
Riga 94 -> 177500.046540
Riga 95 -> 168028.545202
Riga 96 -> 170236.536504
Riga 97 -> 164872.542304
Riga 98 -> 155946.598444
Riga 99 -> 161851.483681
Riga 100 -> 158304.500577
Riga 101 -> 173455.210774
Riga 102 -> 167757.239133
Riga 103 -> 167069.090099
Riga 104 -> 165585.815019
Riga 105 -> 169336.136883
Riga 106 -> 167614.659284
Riga 107 -> 164815.691308
Riga 108 -> 164668.599602
Riga 109 -> 172336.340213
Riga 110 -> 160161.488901
Riga 111 -> 171269.103523
Riga 112 -> 157193.738730
Riga 113 -> 165084.464160
Riga 114 -> 172480.293185
Riga 115 -> 167282.289413
Riga 116 -> 168778.169513
Riga 117 -> 167418.960083
Riga 118 -> 177373.212332
Riga 119 -> 171915.676617
Riga 120 -> 163989.862182
Riga 121 -> 176093.220961
Riga 122 -> 166537.318123
Riga 123 -> 164444.971687
Riga 124 -> 164928.556769
Riga 125 -> 167558.584356
Riga 126 -> 172286.710694
Riga 127 -> 170220.403568
Riga 128 -> 172452.128740
Riga 129 -> 167013.190950
Riga 130 -> 174331.690679
Riga 131 -> 163765.096036
Riga 132 -> 167158.087637
Riga 133 -> 170503.116412
Riga 134 -> 168484.407360
Riga 135 -> 168220.904544
Riga 136 -> 161547.602534
Riga 137 -> 169160.445954
Riga 138 -> 160026.072929
Riga 139 -> 169096.342692
Riga 140 -> 168965.990716
Riga 141 -> 166933.751724
Riga 142 -> 164263.114564
Riga 143 -> 175337.628814
Riga 144 -> 167916.042027
