---
PBS: la directory di lavoro e' /homes/DMA/PDC/2024/NVLFNC97Z/prova2/codice
PBS: Compilazione in esecuzione...
PBS: Compilazione completata.
PBS: Job in esecuzione su un pool di 7 threads...
>>>

Calcolo del prodotto matrice-vettore terminato in 1.527739e-01 sec
Risultato:
Riga 0 -> 159846.628454
Riga 1 -> 162522.762219
Riga 2 -> 171823.765048
Riga 3 -> 167849.452509
Riga 4 -> 167698.722291
Riga 5 -> 171128.265006
Riga 6 -> 169175.900515
Riga 7 -> 171746.157811
Riga 8 -> 165546.587766
Riga 9 -> 155940.961655
Riga 10 -> 174606.573829
Riga 11 -> 171010.929345
Riga 12 -> 172222.829197
Riga 13 -> 165539.098425
Riga 14 -> 167423.709793
Riga 15 -> 168126.499959
Riga 16 -> 176377.017113
Riga 17 -> 176094.290028
Riga 18 -> 163801.586350
Riga 19 -> 156029.170321
Riga 20 -> 168458.868514
Riga 21 -> 165579.186159
Riga 22 -> 171813.853538
Riga 23 -> 177861.784444
Riga 24 -> 169154.894496
Riga 25 -> 167200.383398
Riga 26 -> 164686.054531
Riga 27 -> 166723.271708
Riga 28 -> 165862.704983
Riga 29 -> 167034.536223
Riga 30 -> 170616.021192
Riga 31 -> 165757.355788
Riga 32 -> 162806.920848
Riga 33 -> 165165.390644
Riga 34 -> 150678.740480
Riga 35 -> 173216.158022
Riga 36 -> 163284.228153
Riga 37 -> 160453.457646
Riga 38 -> 164563.188507
Riga 39 -> 169439.772798
Riga 40 -> 173346.164765
Riga 41 -> 172005.010789
Riga 42 -> 164280.689620
Riga 43 -> 172311.460426
Riga 44 -> 166997.414157
Riga 45 -> 156928.143747
Riga 46 -> 166392.174525
Riga 47 -> 163433.230940
Riga 48 -> 170811.271939
Riga 49 -> 169119.861679
Riga 50 -> 168683.230260
Riga 51 -> 170889.714200
Riga 52 -> 165166.432204
Riga 53 -> 167654.734606
Riga 54 -> 183187.947295
Riga 55 -> 161514.548960
Riga 56 -> 168192.766933
Riga 57 -> 167776.443170
Riga 58 -> 171629.425571
Riga 59 -> 168584.023914
Riga 60 -> 158504.568521
Riga 61 -> 156116.494472
Riga 62 -> 161842.850369
Riga 63 -> 163430.734991
Riga 64 -> 162464.728571
Riga 65 -> 161927.900843
Riga 66 -> 170451.696614
Riga 67 -> 172836.340900
Riga 68 -> 165391.400980
Riga 69 -> 162707.403824
Riga 70 -> 163940.925324
Riga 71 -> 177409.422509
Riga 72 -> 173784.956408
Riga 73 -> 172035.026035
Riga 74 -> 157054.532213
Riga 75 -> 164827.601341
Riga 76 -> 160463.622231
Riga 77 -> 172135.385225
Riga 78 -> 171540.559858
Riga 79 -> 164022.507997
Riga 80 -> 153358.074615
Riga 81 -> 166117.231425
Riga 82 -> 162597.624224
Riga 83 -> 159223.615701
Riga 84 -> 163251.358738
Riga 85 -> 172113.590764
Riga 86 -> 169565.298561
Riga 87 -> 168644.545971
Riga 88 -> 171127.801162
Riga 89 -> 161023.350131
Riga 90 -> 172195.806935
Riga 91 -> 162694.946011
Riga 92 -> 167440.123767
Riga 93 -> 164026.475778
Riga 94 -> 165526.111556
Riga 95 -> 162032.693991
Riga 96 -> 168069.437657
Riga 97 -> 173669.641653
Riga 98 -> 171793.597452
Riga 99 -> 161027.360881
Riga 100 -> 161760.399320
Riga 101 -> 168458.254055
Riga 102 -> 157922.700952
Riga 103 -> 175560.009069
Riga 104 -> 174651.794576
